"noc","country_name","year","age_0_4","age_5_14","age_15_24","age_25_64","age_65_plus","total_population","child_population","youth_population","working_age_population","elderly_population","child_proportion","youth_proportion","working_age_proportion","elderly_proportion"
"ARM","Armenia",2016,212383,380750,394708,1605660,325238,2918739,593133,987841,2000368,325238,0.203215498199736,0.338447870809963,0.685353503687723,0.111430998112541
"ARM","Armenia",2020,186117,396951,339160,1611832,356775,2890835,583068,922228,1950992,356775,0.20169535791562,0.319017861621296,0.67488874321779,0.12341589886659
"ASM","American Samoa",1952,3656,5508,3851,6096,465,19576,9164,13015,9947,465,0.468124233755619,0.664844707805476,0.50812219043727,0.0237535758071107
"ASM","American Samoa",1956,3702,5891,3787,6044,536,19960,9593,13380,9831,536,0.48061122244489,0.670340681362725,0.492535070140281,0.0268537074148297
"ASM","American Samoa",1960,3743,6160,3713,6004,539,20159,9903,13616,9717,539,0.491244605387172,0.675430328885361,0.482017957239942,0.0267374373728856
"ASM","American Samoa",1964,4176,6697,4389,6869,561,22692,10873,15262,11258,561,0.47915564956813,0.672571831482461,0.496121981315001,0.0247223691168694
"ASM","American Samoa",1968,4592,7617,4912,7860,648,25629,12209,17121,12772,648,0.476374419602794,0.668032307152054,0.498341722267744,0.0252838581294627
"ASM","American Samoa",1972,4692,8186,5441,9004,696,28019,12878,18319,14445,696,0.459616688675542,0.653806345693993,0.515543024376316,0.0248402869481423
"ASM","American Samoa",1976,4598,8481,5942,10177,783,29981,13079,19021,16119,783,0.436242953870785,0.634435142256763,0.537640505653581,0.0261165404756346
"ASM","American Samoa",1980,4828,8359,7020,11280,940,32427,13187,20207,18300,940,0.406667283436642,0.623153544885435,0.564344527708391,0.0289881888549665
"ASM","American Samoa",1984,5621,9220,8230,13476,1143,37690,14841,23071,21706,1143,0.393764924383125,0.612125232157071,0.575908729105864,0.0303263465110109
"ASM","American Samoa",1988,6515,10281,9072,16385,1381,43634,16796,25868,25457,1381,0.384929183664115,0.592840445524133,0.583421185314205,0.0316496310216803
"ASM","American Samoa",1992,7730,11192,9378,19118,1636,49054,18922,28300,28496,1636,0.385738166102662,0.576915236270233,0.580910832959596,0.0333510009377421
"ASM","American Samoa",1996,8084,12737,9388,21391,1778,53378,20821,30209,30779,1778,0.390067068829855,0.565944771254075,0.576623327962831,0.0333096032073139
"ASM","American Samoa",2000,7785,14191,9706,23323,1872,56877,21976,31682,33029,1872,0.386377621885824,0.557026566098775,0.580709249784623,0.0329131283295532
"ASM","American Samoa",2004,7147,14104,9569,23905,2116,56841,21251,30820,33474,2116,0.37386745483014,0.542214246758502,0.58890589539241,0.0372266497774494
"ASM","American Samoa",2008,6668,13222,9866,23895,2197,55848,19890,29756,33761,2197,0.356145251396648,0.532803323306117,0.60451582867784,0.0393389199255121
"ASM","American Samoa",2012,6011,12080,10329,23663,2423,54506,18091,28420,33992,2423,0.331908413752614,0.521410486918871,0.623637764649763,0.0444538215976223
"ASM","American Samoa",2016,4990,11434,9036,23983,2817,52260,16424,25460,33019,2817,0.314274779946422,0.487179487179487,0.631821660926139,0.0539035591274397
"ASM","American Samoa",2020,4516,10252,8389,23449,3173,49779,14768,23157,31838,3173,0.296671287088933,0.465196167058398,0.639586974426967,0.0637417384840997
"ATG","Antigua and Barbuda",1952,7263,12533,8364,17344,1912,47416,19796,28160,25708,1912,0.417496203813059,0.593892357010292,0.542179854901299,0.040323941285642
"ATG","Antigua and Barbuda",1956,7871,13092,9971,18446,2020,51400,20963,30934,28417,2020,0.40784046692607,0.601828793774319,0.552859922178988,0.0392996108949416
"ATG","Antigua and Barbuda",1960,8501,13782,11187,20002,2149,55621,22283,33470,31189,2149,0.400622067204833,0.601751137160425,0.560741446575933,0.0386364862192337
"ATG","Antigua and Barbuda",1964,9096,14751,11274,21229,2685,59035,23847,35121,32503,2685,0.403946811213687,0.594918268823579,0.550571694757347,0.0454814940289659
"ATG","Antigua and Barbuda",1968,9518,17757,11471,21042,3044,62832,27275,38746,32513,3044,0.434094092182327,0.61666030048383,0.517459256429845,0.0484466513878279
"ATG","Antigua and Barbuda",1972,8250,18636,13220,21028,3497,64631,26886,40106,34248,3497,0.415992325664155,0.62053813185623,0.529900512138138,0.054107162197707
"ATG","Antigua and Barbuda",1976,6712,16518,14876,21424,4249,63779,23230,38106,36300,4249,0.364226469527587,0.597469386475172,0.569152855955722,0.0666206745166904
"ATG","Antigua and Barbuda",1980,6849,13782,16184,22701,5015,64531,20631,36815,38885,5015,0.319706807580853,0.570500999519611,0.602578605631402,0.0777145867877454
"ATG","Antigua and Barbuda",1984,6482,12100,15503,25149,5665,64899,18582,34085,40652,5665,0.286321823140572,0.525200696466818,0.626388696281915,0.0872894805775127
"ATG","Antigua and Barbuda",1988,6406,12104,12857,26472,5802,63641,18510,31367,39329,5802,0.290850238054085,0.49287409060197,0.617982118445656,0.0911676435002593
"ATG","Antigua and Barbuda",1992,6359,12530,11899,28008,5626,64422,18889,30788,39907,5626,0.293207289435286,0.477911272546646,0.619462295489119,0.0873304150755953
"ATG","Antigua and Barbuda",1996,6755,13121,12078,32162,5512,69628,19876,31954,44240,5512,0.2854598724651,0.458924570575056,0.635376572643189,0.0791635548917102
"ATG","Antigua and Barbuda",2000,7044,13751,12490,36120,5522,74927,20795,33285,48610,5522,0.277536802487755,0.444232386189224,0.648764797736463,0.0736983997757818
"ATG","Antigua and Barbuda",2004,6669,14095,12951,39371,5643,78729,20764,33715,52322,5643,0.26374017198237,0.428241181775458,0.66458357149208,0.0716762565255497
"ATG","Antigua and Barbuda",2008,6349,14038,13741,42952,5838,82918,20387,34128,56693,5838,0.245869413155165,0.411587351359174,0.683723678815215,0.0704069080296196
"ATG","Antigua and Barbuda",2012,6498,13261,14433,46561,6510,87263,19759,34192,60994,6510,0.226430445893449,0.391827005718346,0.698967489084721,0.0746020650218306
"ATG","Antigua and Barbuda",2016,5591,12983,14353,49446,7592,89965,18574,32927,63799,7592,0.206458067026066,0.365997888067582,0.709153559717668,0.0843883732562663
"ATG","Antigua and Barbuda",2020,5224,12322,13710,51537,9055,91848,17546,31256,65247,9055,0.191033011061754,0.340301367476701,0.710380193362947,0.0985867955752983
"AUS","Australia",1952,940771,1442827,1191922,4349132,705994,8630646,2383598,3575520,5541054,705994,0.276178399623852,0.414281850976161,0.64202077109871,0.0818008292774376
"AUS","Australia",1956,1010842,1756707,1236418,4625619,794989,9424575,2767549,4003967,5862037,794989,0.293652392813469,0.424843242268219,0.621994837963516,0.0843527692230154
"AUS","Australia",1960,1093789,2011894,1438687,4859973,876360,10280703,3105683,4544370,6298660,876360,0.302088582852748,0.442029110266098,0.612668219284226,0.0852431978630255
"AUS","Australia",1964,1162180,2153223,1750806,5112438,949456,11128103,3315403,5066209,6863244,949456,0.297930653589385,0.455262590578107,0.616748784586196,0.0853205618244188
"AUS","Australia",1968,1151483,2345663,2056055,5462883,1013740,12029824,3497146,5553201,7518938,1013740,0.290706331198195,0.46161947173957,0.625024771767234,0.0842688970345701
"AUS","Australia",1972,1279560,2511253,2298025,6099475,1116353,13304666,3790813,6088838,8397500,1116353,0.284923574932283,0.457646813531433,0.631169546082555,0.0839068789851621
"AUS","Australia",1976,1238610,2554996,2438629,6567474,1246757,14046466,3793606,6232235,9006103,1246757,0.270075476635903,0.443687045552953,0.641165044645393,0.088759478718704
"AUS","Australia",1980,1137710,2583238,2579490,7009542,1410938,14720918,3720948,6300438,9589032,1410938,0.2527660299446,0.427992194508522,0.651388181090337,0.0958457889650632
"AUS","Australia",1984,1187916,2560034,2648017,7652255,1571851,15620073,3747950,6395967,10300272,1571851,0.239944461207064,0.409471005673277,0.659425343274644,0.100630195518292
"AUS","Australia",1988,1236165,2483043,2744009,8342635,1787473,16593325,3719208,6463217,11086644,1787473,0.224138802801729,0.389507045754844,0.66813878472217,0.107722412476101
"AUS","Australia",1992,1289508,2542572,2761044,8953168,2002041,17548333,3832080,6593124,11714212,2002041,0.218372879064923,0.375712268510063,0.667539874015384,0.114087246919693
"AUS","Australia",1996,1299404,2616499,2671552,9527998,2188705,18304158,3915903,6587455,12199550,2188705,0.213935161617377,0.359888447204182,0.666490641088216,0.119574197294407
"AUS","Australia",2000,1283954,2686856,2617825,10183254,2359171,19131060,3970810,6588635,12801079,2359171,0.207558284799692,0.344394665010721,0.669125443127563,0.123316272072745
"AUS","Australia",2004,1279711,2721009,2768706,10717141,2558425,20044992,4000720,6769426,13485847,2558425,0.199587009064409,0.337711584020587,0.672778866661558,0.127634124274033
"AUS","Australia",2008,1390249,2736915,2991808,11435557,2813857,21368386,4127164,7118972,14427365,2813857,0.193143459688532,0.333154408573488,0.675173361244972,0.131683179066496
"AUS","Australia",2012,1501303,2828292,3106470,12197087,3216713,22849865,4329595,7436065,15303557,3216713,0.189480112902199,0.325431463161817,0.669743869383911,0.14077601771389
"AUS","Australia",2016,1576866,3018484,3189684,12858740,3682670,24326444,4595350,7785034,16048424,3682670,0.188903482975152,0.320023510217934,0.659711053534993,0.151385463489855
"AUS","Australia",2020,1543269,3234705,3203243,13556366,4201630,25739213,4777974,7981217,16759609,4201630,0.185630151162741,0.310080071212745,0.651131369090422,0.163238479746836
"AUT","Austria",1952,512564,1083136,900800,3679343,751392,6927235,1595700,2496500,4580143,751392,0.230351648240604,0.360389101856657,0.661179099597458,0.108469252161938
"AUT","Austria",1956,498528,1025818,957007,3666873,804019,6952245,1524346,2481353,4623880,804019,0.219259534150479,0.356913917734487,0.665091635867263,0.115648829982258
"AUT","Austria",1960,570905,982596,1034041,3598575,861128,7047245,1553501,2587542,4632616,861128,0.220440895697539,0.36717071706745,0.657365537880406,0.122193566422056
"AUT","Austria",1964,632992,1034421,1074068,3544890,936980,7223351,1667413,2741481,4618958,936980,0.23083649126285,0.379530359247391,0.639448089951603,0.129715418785547
"AUT","Austria",1968,633472,1153266,994771,3613619,1019441,7414569,1786738,2781509,4608390,1019441,0.240976650159976,0.375141023031818,0.62153174378713,0.137491606052894
"AUT","Austria",1972,571769,1250942,1059967,3579409,1081104,7543191,1822711,2882678,4639376,1081104,0.241636596501401,0.382156304937791,0.615041565300415,0.143321838198184
"AUT","Austria",1976,477635,1243453,1123075,3583472,1136727,7564362,1721088,2844163,4706547,1136727,0.22752586404511,0.37599509383607,0.622200127386817,0.150274008568072
"AUT","Austria",1980,430079,1111327,1247480,3597615,1161793,7548294,1541406,2788886,4845095,1161793,0.204205877513515,0.36947236024458,0.641879476342601,0.153914646143884
"AUT","Austria",1984,454186,956123,1293392,3786700,1070172,7560573,1410309,2703701,5080092,1070172,0.186534671380066,0.357605303195935,0.671918914082306,0.141546414537628
"AUT","Austria",1988,440906,897056,1211474,3917553,1118169,7585158,1337962,2549436,5129027,1118169,0.17639210679593,0.336108489763826,0.67619250647119,0.14741538673288
"AUT","Austria",1992,465338,921769,1106804,4177432,1171115,7842458,1387107,2493911,5284236,1171115,0.176871460452833,0.318001192993319,0.67379844431427,0.149330095232898
"AUT","Austria",1996,465311,945507,983204,4352729,1213824,7960575,1410818,2394022,5335933,1213824,0.177225640107656,0.300734808729269,0.670294922163286,0.152479437729059
"AUT","Austria",2000,419493,945966,954728,4455495,1236790,8012472,1365459,2320187,5410223,1236790,0.170416695371915,0.289571932357455,0.675225198914892,0.154358105713193
"AUT","Austria",2004,396306,930131,1002204,4558873,1285353,8172867,1326437,2328641,5561077,1285353,0.162297636802361,0.284923393467678,0.680431603744439,0.1572707594532
"AUT","Austria",2008,396189,872995,1020577,4595149,1437462,8322372,1269184,2289761,5615726,1437462,0.152502675919798,0.275133219231248,0.674774691638393,0.172722632441809
"AUT","Austria",2012,395290,826459,1018539,4677864,1512263,8430415,1221749,2240288,5696403,1512263,0.144921572662793,0.265738756632977,0.675696629406737,0.17938179793047
"AUT","Austria",2016,420887,834412,1013249,4852863,1615364,8736775,1255299,2268548,5866112,1615364,0.143679904770353,0.259655078676056,0.671427614880777,0.18489248034887
"AUT","Austria",2020,435044,849027,948917,4978200,1708867,8920055,1284071,2232988,5927117,1708867,0.143953260377879,0.250333434042727,0.664470902926047,0.191575836696074
"AZE","Azerbaijan",1952,462873,624712,777899,1189677,191843,3247004,1087585,1865484,1967576,191843,0.334950311117572,0.574524700308346,0.605966607986932,0.0590830808954963
"AZE","Azerbaijan",1956,588197,629638,816084,1332200,185262,3551381,1217835,2033919,2148284,185262,0.342918712467066,0.572712136490002,0.604915102040587,0.0521661854923479
"AZE","Azerbaijan",1960,742586,864855,683216,1507482,184559,3982698,1607441,2290657,2190698,184559,0.403606047960453,0.575152070279996,0.550053757528188,0.0463401945113589
"AZE","Azerbaijan",1964,863285,1157834,577202,1712726,192597,4503644,2021119,2598321,2289928,192597,0.448774148223083,0.576937475519824,0.508461148350092,0.042764703426825
"AZE","Azerbaijan",1968,834833,1432423,692604,1811103,205512,4976475,2267256,2959860,2503707,205512,0.455594773408889,0.594770394707097,0.503108525613009,0.041296700978102
"AZE","Azerbaijan",1972,741408,1602169,988316,1829956,219059,5380908,2343577,3331893,2818272,219059,0.435535601054692,0.619206461065679,0.523753983528431,0.0407104154168776
"AZE","Azerbaijan",1976,711063,1572106,1270898,2004133,232827,5791027,2283169,3554067,3275031,232827,0.394259774647917,0.613719639020851,0.565535439568836,0.0402047857832471
"AZE","Azerbaijan",1980,733651,1463455,1557409,2289331,240853,6284699,2197106,3754515,3846740,240853,0.349596058617923,0.597405699143268,0.612080228504181,0.038323712877896
"AZE","Azerbaijan",1984,854197,1395598,1573441,2635224,247826,6706286,2249795,3823236,4208665,247826,0.335475552339999,0.570097368349635,0.627570163276663,0.0369542843833383
"AZE","Azerbaijan",1988,905472,1443693,1435313,3033390,263526,7081394,2349165,3784478,4468703,263526,0.33173764939502,0.534425566491569,0.631048491299877,0.0372138593051029
"AZE","Azerbaijan",1992,936474,1587189,1332400,3231301,318413,7405777,2523663,3856063,4563701,318413,0.340769510073015,0.520683109955917,0.616235271464426,0.0429952184625597
"AZE","Azerbaijan",1996,837408,1765793,1355209,3474042,398519,7830971,2603201,3958410,4829251,398519,0.332423782440262,0.505481376447442,0.616686104443497,0.0508901131162406
"AZE","Azerbaijan",2000,652329,1827472,1506639,3735908,452413,8174761,2479801,3986440,5242547,452413,0.303348440400888,0.487652177231848,0.641308901874929,0.055342657724183
"AZE","Azerbaijan",2004,587317,1618386,1703437,4031812,548879,8489831,2205703,3909140,5735249,548879,0.259805289410355,0.460449683862965,0.675543364761913,0.064651345827732
"AZE","Azerbaijan",2008,746630,1326455,1841724,4461965,565829,8942603,2073085,3914809,6303689,565829,0.231821204631358,0.437770635686276,0.704905383812744,0.0632734115558971
"AZE","Azerbaijan",2012,811952,1277150,1758909,4995755,532370,9376136,2089102,3848011,6754664,532370,0.222810547969867,0.410404776551876,0.720410198828174,0.0567792532019587
"AZE","Azerbaijan",2016,895011,1450165,1480873,5455567,586772,9868388,2345176,3826049,6936440,586772,0.237645297286649,0.387707597228646,0.702894940896122,0.0594597618172289
"AZE","Azerbaijan",2020,731347,1650155,1367532,5731851,700805,10181690,2381502,3749034,7099383,700805,0.233900462496894,0.368213331971411,0.697269608483464,0.0688299290196421
"BDI","Burundi",1952,421929,574167,435640,848295,75776,2355807,996096,1431736,1283935,75776,0.422825808735605,0.607747578642902,0.54500856818916,0.0321656230752349
"BDI","Burundi",1956,480900,641886,460687,890414,81425,2555312,1122786,1583473,1351101,81425,0.439392919533896,0.61967892766128,0.52874208707195,0.031864993394153
"BDI","Burundi",1960,505790,742192,495553,933447,87283,2764265,1247982,1743535,1429000,87283,0.451469739695724,0.630740902192807,0.5169547782141,0.0315754820901759
"BDI","Burundi",1964,548104,841893,553910,1013722,98022,3055651,1389997,1943907,1567632,98022,0.454893899859637,0.636167873883503,0.51302717489661,0.0320789252437533
"BDI","Burundi",1968,611557,905696,649125,1104840,109169,3380387,1517253,2166378,1753965,109169,0.448840029262922,0.640866859327053,0.518865147688711,0.0322948230483669
"BDI","Burundi",1972,671450,974604,711737,1141702,117641,3617134,1646054,2357791,1853439,117641,0.455071335482733,0.651839550318014,0.512405401624601,0.0325232628926658
"BDI","Burundi",1976,712553,1065811,778964,1198856,126441,3882625,1778364,2557328,1977820,126441,0.458031357651074,0.658659540903384,0.5094027880622,0.0325658542867261
"BDI","Burundi",1980,815759,1174877,872343,1380501,140212,4383692,1990636,2862979,2252844,140212,0.454100333691327,0.65309766288325,0.513914754959974,0.0319849113486988
"BDI","Burundi",1984,972935,1308170,948274,1544975,152116,4926470,2281105,3229379,2493249,152116,0.463030323943919,0.655515815583978,0.506092394757301,0.0308772812987799
"BDI","Burundi",1988,1065538,1507569,1009376,1625157,157692,5365332,2573107,3582483,2634533,157692,0.479580201187923,0.667709472591817,0.491028886935608,0.0293909118764692
"BDI","Burundi",1992,1133309,1730523,1108485,1728400,157683,5858400,2863832,3972317,2836885,157683,0.488842004642906,0.678054929673631,0.484242284582821,0.0269157107742728
"BDI","Burundi",1996,1125310,1887247,1206131,1700076,151654,6070418,3012557,4218688,2906207,151654,0.496268461249291,0.694958403193981,0.478749074610678,0.0249824641400312
"BDI","Burundi",2000,1158598,1964073,1418558,1773699,155262,6470190,3122671,4541229,3192257,155262,0.482624312423592,0.701869496877217,0.493379174336457,0.0239965132399512
"BDI","Burundi",2004,1324445,2050050,1681020,2083005,172119,7310639,3374495,5055515,3764025,172119,0.461586873596138,0.69152846967276,0.514869493624292,0.0235436327795696
"BDI","Burundi",2008,1636626,2211711,1878171,2583361,195735,8505604,3848337,5726508,4461532,195735,0.452447233612099,0.673262945229992,0.524540291318524,0.0230124750693778
"BDI","Burundi",2012,1977486,2626803,1994336,3246723,225618,10070966,4604289,6598625,5241059,225618,0.457184444868546,0.65521271742949,0.52041273895672,0.0224028161747344
"BDI","Burundi",2016,2141808,3221260,1975551,3645767,255059,11239445,5363068,7338619,5621318,255059,0.477164842214184,0.652934286345989,0.50014195540794,0.0226932023778754
"BDI","Burundi",2020,2134255,3790294,2281591,4103664,307214,12617018,5924549,8206140,6385255,307214,0.469568086532016,0.650402496057309,0.506082736824185,0.0243491766437997
"BEL","Belgium",1952,695131,1159334,1243117,4622601,976419,8696602,1854465,3097582,5865718,976419,0.213240182774836,0.356183024128274,0.674483896124026,0.112275921101138
"BEL","Belgium",1956,710261,1276974,1168261,4699644,1026977,8882117,1987235,3155496,5867905,1026977,0.223734386745862,0.3552639534021,0.660642614818066,0.115622998436071
"BEL","Belgium",1960,750726,1405116,1124578,4730557,1091133,9102110,2155842,3280420,5855135,1091133,0.236850796134083,0.360402148512817,0.64327227423092,0.119876929634997
"BEL","Belgium",1964,772612,1460082,1227878,4708778,1168253,9337603,2232694,3460572,5936656,1168253,0.239107830992601,0.370606032404676,0.635779439327202,0.125112729680197
"BEL","Belgium",1968,752519,1526368,1384591,4631244,1254876,9549598,2278887,3663478,6015835,1254876,0.238636956236273,0.383626410242609,0.629956884048941,0.131406159714786
"BEL","Belgium",1972,697112,1558464,1461975,4656713,1320465,9694729,2255576,3717551,6118688,1320465,0.2326600361908,0.383461053939723,0.631135537672069,0.136204426137131
"BEL","Belgium",1976,632191,1498200,1529026,4726638,1372696,9758751,2130391,3659417,6255664,1372696,0.218305703260591,0.374988254132112,0.641031213933013,0.140663082806396
"BEL","Belgium",1980,606899,1384478,1584189,4840081,1417238,9832885,1991377,3575566,6424270,1417238,0.202522148891195,0.363633460576423,0.653345381340268,0.144132469768537
"BEL","Belgium",1984,600984,1284639,1548542,5094353,1345766,9874284,1885623,3434165,6642895,1345766,0.190963010583856,0.347788761190178,0.672747006263948,0.136289983152196
"BEL","Belgium",1988,583124,1221154,1464976,5212442,1434483,9916179,1804278,3269254,6677418,1434483,0.181952947803786,0.329688885204674,0.673386190386438,0.144660861809776
"BEL","Belgium",1992,616776,1208572,1340519,5341436,1538182,10045485,1825348,3165867,6681955,1538182,0.181708299798367,0.31515322555357,0.665169974371571,0.153121725830062
"BEL","Belgium",1996,599086,1214998,1276414,5426712,1639106,10156316,1814084,3090498,6703126,1639106,0.178616340807041,0.304293210254584,0.659995809504155,0.161387849688804
"BEL","Belgium",2000,577237,1227711,1243360,5480587,1721934,10250829,1804948,3048308,6723947,1721934,0.176078246939833,0.297371851583906,0.655941777977176,0.167979975082991
"BEL","Belgium",2004,573117,1223037,1258493,5576730,1788828,10420205,1796154,3054647,6835223,1788828,0.17237223260003,0.293146535984657,0.655958591985474,0.171669175414495
"BEL","Belgium",2008,610275,1198458,1298724,5774249,1826646,10708352,1808733,3107457,7072973,1826646,0.168908623848002,0.290190031108428,0.660509945881495,0.170581430270503
"BEL","Belgium",2012,651406,1234844,1337940,5940692,1941002,11105884,1886250,3224190,7278632,1941002,0.169842400658966,0.290313675165345,0.655385199413212,0.174772399927822
"BEL","Belgium",2016,634659,1289927,1320121,6007689,2078653,11331049,1924586,3244707,7327810,2078653,0.169850646661223,0.286355393926899,0.646701819046057,0.183447534292721
"BEL","Belgium",2020,604825,1333957,1311554,6071293,2216616,11538245,1938782,3250336,7382847,2216616,0.168030926713725,0.281701073256808,0.639858748015838,0.192110325270438
"BEN","Benin",1952,335994,498735,368913,914103,168035,2285780,834729,1203642,1283016,168035,0.365183438476144,0.526578235875719,0.561303362528327,0.0735131989955289
"BEN","Benin",1956,365298,536877,398840,923368,156511,2380894,902175,1301015,1322208,156511,0.37892279118684,0.546439698701412,0.555340976960755,0.065736231852405
"BEN","Benin",1960,409732,575461,439225,941831,151040,2517289,985193,1424418,1381056,151040,0.391370637221233,0.565853980214429,0.548628306086429,0.0600010566923385
"BEN","Benin",1964,468067,634302,478897,971961,150777,2704004,1102369,1581266,1450858,150777,0.407680240117988,0.584786856824176,0.536559117516098,0.0557606423659137
"BEN","Benin",1968,524207,721557,514463,1020513,153519,2934259,1245764,1760227,1534976,153519,0.424558295637842,0.599888080772693,0.523122192008272,0.0523195123538856
"BEN","Benin",1972,579809,825715,559878,1083970,158174,3207546,1405524,1965402,1643848,158174,0.43819293628213,0.612743199941638,0.512493975144862,0.0493130885730088
"BEN","Benin",1976,644325,935112,630786,1158094,163878,3532195,1579437,2210223,1788880,163878,0.447154531389122,0.625736404700194,0.506449955339385,0.0463955132714927
"BEN","Benin",1980,724050,1049617,727459,1254124,170003,3925253,1773667,2501126,1981583,170003,0.451860555230453,0.637188481863462,0.504829370234224,0.0433100745353229
"BEN","Benin",1984,832703,1181341,834212,1380990,176648,4405894,2014044,2848256,2215202,176648,0.457124933100978,0.646464939919117,0.50278150132527,0.0400935655737519
"BEN","Benin",1988,935191,1353133,945138,1548803,185068,4967333,2288324,3233462,2493941,185068,0.460674571243764,0.650945285931102,0.502068413774555,0.0372570149816813
"BEN","Benin",1992,1039578,1553770,1067808,1760605,196073,5617834,2593348,3661156,2828413,196073,0.461627737665442,0.651702417693367,0.503470376661183,0.0349018856733752
"BEN","Benin",1996,1169977,1767928,1216247,2027337,210352,6391841,2937905,4154152,3243584,210352,0.459633617294298,0.649914789807819,0.507456928293429,0.0329094544122734
"BEN","Benin",2000,1287624,1993762,1402239,2309601,228376,7221602,3281386,4683625,3711840,228376,0.454384775012525,0.648557619209699,0.513991216907273,0.0316240080802016
"BEN","Benin",2004,1422838,2229183,1616296,2639753,251002,8159072,3652021,5268317,4256049,251002,0.447602496950634,0.645700515941029,0.521633955430225,0.030763547619141
"BEN","Benin",2008,1601025,2483537,1824413,3037320,282144,9228439,4084562,5908975,4861733,282144,0.442605948850071,0.640300596883178,0.526820733170583,0.0305733179793462
"BEN","Benin",2012,1772670,2766406,2054168,3486454,317929,10397627,4539076,6593244,5540622,317929,0.436549224164321,0.634110456164661,0.532873702816999,0.0305770730186801
"BEN","Benin",2016,1976313,3090247,2288847,3987823,354582,11697812,5066560,7355407,6276670,354582,0.433120313439812,0.628784853099024,0.536567864144166,0.030311822416021
"BEN","Benin",2020,2116112,3458728,2542838,4555158,397299,13070135,5574840,8117678,7097996,397299,0.42653270222534,0.621086010205709,0.543069830571758,0.0303974672029019
"BES","Bonaire Sint Eustatius and Saba",1952,1012,1402,858,2931,938,7141,2414,3272,3789,938,0.338047892452038,0.458199131774261,0.530597955468422,0.131354152079541
"BES","Bonaire Sint Eustatius and Saba",1956,1124,1703,951,2946,914,7638,2827,3778,3897,914,0.370123068866195,0.494632102644671,0.510212097407698,0.119664833726106
"BES","Bonaire Sint Eustatius and Saba",1960,1175,1996,1131,2718,833,7853,3171,4302,3849,833,0.403794728129377,0.547816121227556,0.490131160066217,0.106074111804406
"BES","Bonaire Sint Eustatius and Saba",1964,1161,2075,1435,2926,875,8472,3236,4671,4361,875,0.381964117091596,0.551345609065156,0.514754485363551,0.103281397544854
"BES","Bonaire Sint Eustatius and Saba",1968,1329,2280,1549,3238,972,9368,3609,5158,4787,972,0.385247651579846,0.550597779675491,0.51099487617421,0.103757472245944
"BES","Bonaire Sint Eustatius and Saba",1972,1299,2761,1581,3580,1156,10377,4060,5641,5161,1156,0.391249879541293,0.543606051845427,0.497349908451383,0.111400212007324
"BES","Bonaire Sint Eustatius and Saba",1976,1167,2571,2079,3966,1274,11057,3738,5817,6045,1274,0.338066383286606,0.526092068372976,0.54671248982545,0.115221126887944
"BES","Bonaire Sint Eustatius and Saba",1980,1245,2364,2238,4610,1347,11804,3609,5847,6848,1347,0.30574381565571,0.495340562521179,0.580142324635717,0.114113859708573
"BES","Bonaire Sint Eustatius and Saba",1984,1250,2324,2176,5265,1269,12284,3574,5750,7441,1269,0.290947574080104,0.468088570498209,0.605747313578639,0.103305112341257
"BES","Bonaire Sint Eustatius and Saba",1988,1264,2367,1999,5925,1159,12714,3631,5630,7924,1159,0.285590687431178,0.442818939751455,0.623249960673274,0.0911593518955482
"BES","Bonaire Sint Eustatius and Saba",1992,1254,2469,1787,6582,1094,13186,3723,5510,8369,1094,0.282344911269528,0.417867435158501,0.634688305778856,0.0829667829516153
