"noc","country_name","year","age_0_4","age_5_14","age_15_24","age_25_64","age_65_plus","total_population","child_population","youth_population","working_age_population","elderly_population","child_proportion","youth_proportion","working_age_proportion","elderly_proportion"
"BES","Bonaire Sint Eustatius and Saba",1996,1234,2344,1912,7163,1017,13670,3578,5490,9075,1017,0.261741038771031,0.401609363569861,0.663862472567666,0.0743964886613021
"BES","Bonaire Sint Eustatius and Saba",2000,1192,2525,1684,7771,1084,14256,3717,5401,9455,1084,0.260732323232323,0.378858024691358,0.663229517396184,0.0760381593714927
"BES","Bonaire Sint Eustatius and Saba",2004,1119,2586,2178,9178,1269,16330,3705,5883,11356,1269,0.226883037354562,0.360257195345989,0.695407225964483,0.0777097366809553
"BES","Bonaire Sint Eustatius and Saba",2008,1212,2563,2599,11145,1598,19117,3775,6374,13744,1598,0.19746822200136,0.333420515771303,0.718941256473296,0.0835905215253439
"BES","Bonaire Sint Eustatius and Saba",2012,1295,2741,2758,13776,2277,22847,4036,6794,16534,2277,0.176653389941787,0.297369457696853,0.723683634612859,0.0996629754453539
"BES","Bonaire Sint Eustatius and Saba",2016,1329,2959,2681,14747,2849,24565,4288,6969,17428,2849,0.17455729696723,0.283696315896601,0.709464685528191,0.11597801750458
"BES","Bonaire Sint Eustatius and Saba",2020,1360,3120,2570,15884,3542,26476,4480,7050,18454,3542,0.169209850430579,0.266278894092763,0.697008611572745,0.133781537996676
"BFA","Burkina Faso",1952,664030,1071199,835065,1647391,92668,4310353,1735229,2570294,2482456,92668,0.402572364722797,0.596307077401781,0.575928700039185,0.0214989352380188
"BFA","Burkina Faso",1956,719573,1089546,875146,1733295,109097,4526657,1809119,2684265,2608441,109097,0.399658953616322,0.59299058886061,0.576240037626001,0.024101008757677
"BFA","Burkina Faso",1960,786273,1118192,935197,1812765,126199,4778626,1904465,2839662,2747962,126199,0.398538199055544,0.594242361716527,0.575052745287034,0.0264090556574212
"BFA","Burkina Faso",1964,859890,1194770,976213,1896278,143889,5071040,2054660,3030873,2872491,143889,0.405175269767148,0.597682723859406,0.566450077301697,0.0283746529311542
"BFA","Burkina Faso",1968,942190,1324457,996839,1990263,164895,5418644,2266647,3263486,2987102,164895,0.418305206985364,0.602269866778478,0.551263747904457,0.0304310451101789
"BFA","Burkina Faso",1972,1024299,1466543,1033086,2094877,188433,5807238,2490842,3523928,3127963,188433,0.428920254344664,0.606816527926012,0.538631790190104,0.0324479554652315
"BFA","Burkina Faso",1976,1129012,1623412,1146955,2166549,214710,6280638,2752424,3899379,3313504,214710,0.438239554643971,0.620857148589045,0.527574427948243,0.0341860174077856
"BFA","Burkina Faso",1980,1297022,1809397,1293986,2301932,245563,6947900,3106419,4400405,3595918,245563,0.447101858115402,0.633343168439385,0.517554656802775,0.0353434850818233
"BFA","Burkina Faso",1984,1480779,2061072,1455234,2498332,276843,7772260,3541851,4997085,3953566,276843,0.455704132388778,0.64293847606745,0.508676498212875,0.0356193693983475
"BFA","Burkina Faso",1988,1660377,2384585,1614545,2724412,303522,8687441,4044962,5659507,4338957,303522,0.465610298821022,0.651458467458944,0.499451679729393,0.0349380214495845
"BFA","Burkina Faso",1992,1813912,2736433,1802027,2954564,322344,9629280,4550345,6352372,4756591,322344,0.472552984231427,0.65969335194324,0.493971615738664,0.0334754000299088
"BFA","Burkina Faso",1996,1974437,3057237,2072945,3215681,335643,10655943,5031674,7104619,5288626,335643,0.472194154942458,0.666728322401875,0.496307647291282,0.0314981977662606
"BFA","Burkina Faso",2000,2187356,3364095,2427495,3595548,351053,11925547,5551451,7978946,6023043,351053,0.465509129266775,0.669063314244621,0.505053814303025,0.0294370564301998
"BFA","Burkina Faso",2004,2447501,3711963,2798925,4164991,377144,13500524,6159464,8958389,6963916,377144,0.456238883764808,0.663558614465631,0.51582560795418,0.0279355082810119
"BFA","Burkina Faso",2008,2783740,4148699,3095769,4816821,413072,15258101,6932439,10028208,7912590,413072,0.454344810012727,0.657238276244206,0.518582882627399,0.0270723073598739
"BFA","Burkina Faso",2012,3125547,4710474,3378193,5495060,463010,17172284,7836021,11214214,8873253,463010,0.456317924860781,0.653041494072658,0.516719441630479,0.02696263350874
"BFA","Burkina Faso",2016,3388120,5376251,3769024,6303874,497585,19334854,8764371,12533395,10072898,497585,0.453293880574428,0.648228065233904,0.520970988454322,0.0257351309712502
"BFA","Burkina Faso",2020,3416616,6044045,4269100,7197176,551754,21478691,9460661,13729761,11466276,551754,0.440467298495984,0.639227083251954,0.533844264531763,0.0256884369722531
"BGD","Bangladesh",1952,6976271,10646760,8138714,15611992,1519269,42893006,17623031,25761745,23750706,1519269,0.410860246073684,0.60060479323832,0.553719783593624,0.0354199703326925
"BGD","Bangladesh",1956,8013175,11376174,8876719,17143182,1445168,46854418,19389349,28266068,26019901,1445168,0.413821147026093,0.603274337971715,0.555335059332078,0.030843793641829
"BGD","Bangladesh",1960,9229319,12587230,9673407,18827027,1511678,51828661,21816549,31489956,28500434,1511678,0.420935995240163,0.60757803486376,0.549897169830415,0.0291668349294225
"BGD","Bangladesh",1964,10623877,14499246,10499639,20875756,1679840,58178358,25123123,35622762,31375395,1679840,0.431829358264116,0.61230263666087,0.539296674546917,0.0288739671889674
"BGD","Bangladesh",1968,11859965,17002488,11478080,23125731,1942003,65408267,28862453,40340533,34603811,1942003,0.441266132307098,0.616749760393438,0.529043385295623,0.0296904823972786
"BGD","Bangladesh",1972,12766267,19267060,12694638,24793802,2119717,71641484,32033327,44727965,37488440,2119717,0.447133772382493,0.624330520568223,0.523278384350609,0.0295878432668983
"BGD","Bangladesh",1976,14570466,21272460,14706559,26770068,2535765,79855318,35842926,50549485,41476627,2535765,0.448848328423162,0.633013383028542,0.519397180285476,0.0317544912913627
"BGD","Bangladesh",1980,15854370,23601522,16291315,29269814,2999413,88016434,39455892,55747207,45561129,2999413,0.448278693044983,0.633372706283465,0.517643432361734,0.0340778745932833
"BGD","Bangladesh",1984,16993682,26645822,17987790,32772597,3415070,97814961,43639504,61627294,50760387,3415070,0.446143448342222,0.630039549880309,0.518942976422594,0.0349135752351831
"BGD","Bangladesh",1988,17394239,29284135,19880592,36889533,3767507,107216006,46678374,66558966,56770125,3767507,0.435367588678877,0.620793186420319,0.529493003124925,0.0351394081961979
"BGD","Bangladesh",1992,17149092,31308613,22273903,41203725,4016857,115952190,48457705,70731608,63477628,4016857,0.417911080420301,0.610006658778933,0.547446563967442,0.0346423556122571
"BGD","Bangladesh",1996,16832042,32581488,25457760,45729586,4261302,124862178,49413530,74871290,71187346,4261302,0.395744578474356,0.59963145925582,0.570127376762561,0.0341280447630827
"BGD","Bangladesh",2000,17740479,32475060,28311653,51359989,4657116,134544297,50215539,78527192,79671642,4657116,0.373226811687158,0.583653070036852,0.592159190515522,0.0346139977973202
"BGD","Bangladesh",2004,18348845,33177827,29693634,56458265,5224286,142902857,51526672,81220306,86151899,5224286,0.360571321537679,0.56836026728283,0.602870375082844,0.0365583033794769
"BGD","Bangladesh",2008,17529333,34477664,30165994,61347541,5953731,149474263,52006997,82172991,91513535,5953731,0.347932787599695,0.549746754730612,0.612236067690128,0.0398311447101766
"BGD","Bangladesh",2012,16091564,35122668,30620462,66274226,6961186,155070106,51214232,81834694,96894688,6961186,0.330265022195832,0.527727078486681,0.624844404246425,0.044890573557743
"BGD","Bangladesh",2016,15405506,33748349,31900151,71601160,8156715,160811881,49153855,81054006,103501311,8156715,0.305660593572685,0.504029960323641,0.64361731456894,0.0507220918583746
"BGD","Bangladesh",2020,15913686,32742546,32799530,75138549,9703232,166297543,48656232,81455762,107938079,9703232,0.292585393158815,0.489819395587823,0.649065987703739,0.0583486191374457
"BGR","Bulgaria",1952,738663,1226478,1329698,3572620,494028,7361487,1965141,3294839,4902318,494028,0.266948919423481,0.447577914625129,0.66594126974618,0.067109810830339
"BGR","Bulgaria",1956,687197,1330687,1229394,3797946,541559,7586783,2017884,3247278,5027340,541559,0.265973601722891,0.428017777759032,0.662644496356361,0.0713819019207482
"BGR","Bulgaria",1960,659473,1391433,1170170,4055975,585535,7862586,2050906,3221076,5226145,585535,0.260843696971963,0.409671321878069,0.664685257496707,0.0744710455313303
"BGR","Bulgaria",1964,650301,1358409,1253414,4218289,659296,8139709,2008710,3262124,5471703,659296,0.246779092471242,0.400766661314305,0.672223417323641,0.0809974902051167
"BGR","Bulgaria",1968,622397,1317165,1336851,4332377,761502,8370292,1939562,3276413,5669228,761502,0.231719753623888,0.391433536607803,0.67730349192119,0.0909767544549222
"BGR","Bulgaria",1972,664862,1257520,1365464,4420057,871657,8579560,1922382,3287846,5785521,871657,0.224065336683932,0.383218486728923,0.67433772827511,0.101596935040958
"BGR","Bulgaria",1976,683812,1265411,1293750,4543460,972679,8759112,1949223,3242973,5837210,972679,0.222536599600507,0.370239928431101,0.666415727987038,0.111047672412455
"BGR","Bulgaria",1980,677169,1284533,1252894,4595629,1049022,8859247,1961702,3214596,5848523,1049022,0.221429879988672,0.362852057291099,0.660160282245207,0.118409837766122
"BGR","Bulgaria",1984,615344,1337707,1234925,4768736,995620,8952332,1953051,3187976,6003661,995620,0.218161145051368,0.356105649343657,0.670625374483431,0.111213480465202
"BGR","Bulgaria",1988,591806,1304673,1222090,4759979,1106994,8985542,1896479,3118569,5982069,1106994,0.211058943355893,0.347065207641342,0.665743813784411,0.123197242859696
"BGR","Bulgaria",1992,497515,1154042,1229767,4472836,1204767,8558927,1651557,2881324,5702603,1204767,0.192963089882645,0.336645469694975,0.666275457192239,0.140761452925115
"BGR","Bulgaria",1996,394026,1052608,1197160,4371507,1275963,8291264,1446634,2643794,5568667,1275963,0.174476895199574,0.318865012620512,0.67163064642496,0.153892458375466
"BGR","Bulgaria",2000,329885,924151,1132852,4286884,1326624,8000396,1254036,2386888,5419736,1326624,0.156746741036319,0.298346231861523,0.677433467043381,0.1658197919203
"BGR","Bulgaria",2004,331122,752418,1052219,4278757,1334780,7749296,1083540,2135759,5330976,1334780,0.139824314363524,0.275606842221539,0.687930361674144,0.172245323962332
"BGR","Bulgaria",2008,350675,653391,957213,4238407,1335717,7535403,1004066,1961279,5195620,1335717,0.133246489935575,0.260275263313721,0.689494642821359,0.177258867243066
"BGR","Bulgaria",2012,351604,640512,814178,4124200,1386269,7316763,992116,1806294,4938378,1386269,0.135594934535942,0.246870644846635,0.674940270718076,0.189464794745983
"BGR","Bulgaria",2016,332227,667389,673794,3987482,1466304,7127196,999616,1673410,4661276,1466304,0.140253754772564,0.234792195977212,0.654012601870357,0.205733643357079
"BGR","Bulgaria",2020,317440,683207,617637,3811685,1503416,6933385,1000647,1618284,4429322,1503416,0.144323011054485,0.23340460684067,0.638839758646029,0.216837230299486
"BHR","Bahrain",1952,21094,31421,23248,45163,3540,124466,52515,75763,68411,3540,0.421922452718011,0.608704385133289,0.54963604518503,0.0284415020969582
"BHR","Bahrain",1956,24929,35187,25677,52241,3897,141931,60116,85793,77918,3897,0.423557926034482,0.604469777567973,0.548985070210173,0.0274570037553459
"BHR","Bahrain",1960,30583,40136,29689,60696,4386,165490,70719,100408,90385,4386,0.427330956553266,0.606731524563418,0.546165931476222,0.0265031119705118
"BHR","Bahrain",1964,37192,48268,33810,69493,5067,193830,85460,119270,103303,5067,0.440901821183511,0.615333023783728,0.532956714646855,0.0261414641696332
"BHR","Bahrain",1968,41156,59940,36756,75600,5895,219347,101096,137852,112356,5895,0.460895293758292,0.628465399572367,0.512229481141753,0.0268752250999558
"BHR","Bahrain",1972,37232,67727,48667,81911,6592,242129,104959,153626,130578,6592,0.433483804087904,0.634479967290164,0.539291039074212,0.0272251568378839
"BHR","Bahrain",1976,43391,71747,70296,105215,7222,297871,115138,185434,175511,7222,0.386536453699756,0.622531229961963,0.589218151481682,0.0242453948185624
"BHR","Bahrain",1980,48662,78115,79494,145037,7682,358990,126777,206271,224531,7682,0.353149112788657,0.574587035850581,0.625451962450208,0.0213989247611354
"BHR","Bahrain",1984,53070,86673,88857,177683,8881,415164,139743,228600,266540,8881,0.336597103795127,0.550625776801457,0.642011349731672,0.021391546473201
"BHR","Bahrain",1988,65046,94768,91607,218256,10254,479931,159814,251421,309863,10254,0.332993701177878,0.523869056176825,0.645640727521248,0.0213655713008745
"BHR","Bahrain",1992,68822,114676,87760,264810,11685,547753,183498,271258,352570,11685,0.33500136010209,0.495219560641384,0.643666031952358,0.0213326079455521
"BHR","Bahrain",1996,69945,122817,107089,294858,13884,608593,192762,299851,401947,13884,0.316733843471745,0.492695446710692,0.660452880660803,0.0228132758674516
"BHR","Bahrain",2000,70237,128976,113564,341740,15072,669589,199213,312777,455304,15072,0.297515341500532,0.467117888734731,0.679975328149059,0.022509330350409
"BHR","Bahrain",2004,73638,143053,178993,457031,18731,871446,216691,395684,636024,18731,0.248656830142086,0.454054525466868,0.729849009577185,0.0214941602807288
"BHR","Bahrain",2008,86946,151365,201602,657198,23601,1120712,238311,439913,858800,23601,0.212642498697257,0.392529927403294,0.766298567339334,0.021058933963409
"BHR","Bahrain",2012,89920,151794,176049,770530,27996,1216289,241714,417763,946579,27996,0.198730729292134,0.343473467243394,0.778251714847376,0.0230175558604904
"BHR","Bahrain",2016,104580,182603,185891,920253,36249,1429576,287183,473074,1106144,36249,0.20088683637666,0.330919097690504,0.773756694292573,0.0253564693307666
"BHR","Bahrain",2020,101062,193989,201242,938153,48607,1483053,295051,496293,1139395,48607,0.198948385526343,0.334642794289887,0.768276656329882,0.032774958143775
"BHS","Bahamas",1952,13743,21353,14955,32346,3778,86175,35096,50051,47301,3778,0.407264287786481,0.58080649840441,0.548894691035683,0.0438410211778358
"BHS","Bahamas",1956,15676,24698,17234,35959,3953,97520,40374,57608,53193,3953,0.414007383100902,0.590730106644791,0.545457342083675,0.0405352748154225
"BHS","Bahamas",1960,18801,29010,21480,42703,4334,116328,47811,69291,64183,4334,0.411001650505467,0.595651949659583,0.551741627123307,0.0372567223712262
"BHS","Bahamas",1964,22991,34635,26520,52449,4943,141538,57626,84146,78969,4943,0.407141545026777,0.594511721233874,0.557934971527081,0.0349234834461417
"BHS","Bahamas",1968,27314,41446,30869,64569,5903,170101,68760,99629,95438,5903,0.404230427804657,0.585704963521672,0.561066660395882,0.0347029117994603
"BHS","Bahamas",1972,28728,49397,33851,77207,6876,196059,78125,111976,111058,6876,0.398476989069617,0.57113419939916,0.566451935386797,0.0350710755435864
"BHS","Bahamas",1976,27310,55144,38219,85694,8148,214515,82454,120673,123913,8148,0.38437405309652,0.562538750203948,0.577642589096334,0.0379833578071464
"BHS","Bahamas",1980,25793,56234,45894,94714,9902,232537,82027,127921,140608,9902,0.352748164808181,0.550110305026727,0.604669364445228,0.0425824707465909
"BHS","Bahamas",1984,25572,54014,52887,104597,11804,248874,79586,132473,157484,11804,0.319784308525599,0.532289431599926,0.632786068452309,0.0474296230220915
"BHS","Bahamas",1988,26926,51805,56460,117685,13574,266450,78731,135191,174145,13574,0.295481328579471,0.50737849502721,0.653574779508351,0.0509438919121786
"BHS","Bahamas",1992,29883,51878,55548,132956,15661,285926,81761,137309,188504,15661,0.285951609857096,0.480225652791282,0.659275476871638,0.054772913271266
"BHS","Bahamas",1996,32133,55012,53080,147672,18367,306264,87145,140225,200752,18367,0.284542094402215,0.457856620432046,0.655486769584411,0.0599711360133741
"BHS","Bahamas",2000,29838,60235,51939,160149,21660,323821,90073,142012,212088,21660,0.278156759444261,0.438550927827411,0.654954434703123,0.0668888058526161
"BHS","Bahamas",2004,27257,62245,53840,170546,25868,339756,89502,143342,224386,25868,0.263430226397768,0.421896890709804,0.660432781172371,0.0761369924298614
"BHS","Bahamas",2008,27711,59296,59385,180847,30848,358087,87007,146392,240232,30848,0.242977265301449,0.408816851770659,0.670876072016018,0.0861466626825325
"BHS","Bahamas",2012,27596,56428,63736,191524,36128,375412,84024,147760,255260,36128,0.223818098515764,0.393594237797407,0.679946298999499,0.0962356024847368
"BHS","Bahamas",2016,25475,55733,63019,203607,40143,387977,81208,144227,266626,40143,0.20931137670532,0.371741108364671,0.687221149707328,0.103467473587352
"BHS","Bahamas",2020,22477,54665,58652,216621,43364,395779,77142,135794,275273,43364,0.194911806841697,0.343105622076967,0.695521995861327,0.109566197296976
"BIH","Bosnia and Herzegovina",1952,381672,617286,654217,1012221,109268,2774664,998958,1653175,1666438,109268,0.360028457499719,0.595810880164229,0.600590918395885,0.0393806241043961
"BIH","Bosnia and Herzegovina",1956,462545,639792,656418,1150904,105884,3015543,1102337,1758755,1807322,105884,0.365551743085739,0.583229952283884,0.599335509392504,0.0351127475217564
"BIH","Bosnia and Herzegovina",1960,482722,769624,624077,1291200,113742,3281365,1252346,1876423,1915277,113742,0.381653976317782,0.571842205911259,0.583683009966889,0.0346630137153288
"BIH","Bosnia and Herzegovina",1964,486898,862202,594647,1442922,126739,3513408,1349100,1943747,2037569,126739,0.383986146783977,0.553236914130098,0.579940900686741,0.0360729525292821
"BIH","Bosnia and Herzegovina",1968,449106,907834,652020,1530784,159053,3698797,1356940,2008960,2182804,159053,0.366859819557548,0.543138755654879,0.590138901918651,0.0430012785238011
"BIH","Bosnia and Herzegovina",1972,403126,893297,771972,1588583,191291,3848269,1296423,2068395,2360555,191291,0.336884713620591,0.537487114336342,0.613406962974782,0.0497083234046269
"BIH","Bosnia and Herzegovina",1976,384668,846676,830764,1716581,225859,4004548,1231344,2062108,2547345,225859,0.30748638797687,0.514941511501423,0.636112989530903,0.0564006224922263
"BIH","Bosnia and Herzegovina",1980,374523,789819,853655,1877362,253050,4148409,1164342,2017997,2731017,253050,0.280671939531517,0.486450829703629,0.658328771343423,0.0609992891250598
"BIH","Bosnia and Herzegovina",1984,374284,751904,844319,2077258,247741,4295506,1126188,1970507,2921577,247741,0.262178192743765,0.458736875236584,0.680147344690009,0.0576744625662262
"BIH","Bosnia and Herzegovina",1988,369430,740506,786027,2247067,271335,4414365,1109936,1895963,3033094,271335,0.251437296190958,0.429498466936921,0.687096332088534,0.0614663717205079
"BIH","Bosnia and Herzegovina",1992,323884,722987,658744,2215816,313152,4234583,1046871,1705615,2874560,313152,0.247219383821264,0.402782281041604,0.67882953291977,0.0739510832589655
"BIH","Bosnia and Herzegovina",1996,237296,672636,621039,1976118,368091,3875180,909932,1530971,2597157,368091,0.234810253975299,0.39507093864027,0.670202932508941,0.0949868135157593
"BIH","Bosnia and Herzegovina",2000,235705,590654,741889,2134757,456646,4159651,826359,1568248,2876646,456646,0.198660656867607,0.377014321634195,0.691559460156633,0.109779882975759
"BIH","Bosnia and Herzegovina",2004,206475,509682,699985,2187594,537121,4140857,716157,1416142,2887579,537121,0.172948981334057,0.341992490926395,0.697338497803715,0.129712520862227
"BIH","Bosnia and Herzegovina",2008,187263,437064,580462,2168453,574131,3947373,624327,1204789,2748915,574131,0.158162656531318,0.305212859286417,0.696390992186449,0.145446351282233
"BIH","Bosnia and Herzegovina",2012,165942,389133,447404,2085135,582199,3669813,555075,1002479,2532539,582199,0.151254300968469,0.273168959835283,0.690100285763879,0.158645413267652
"BIH","Bosnia and Herzegovina",2016,146569,343659,390407,1975146,616855,3472636,490228,880635,2365553,616855,0.141168841191533,0.253592659869909,0.68119808698637,0.177633071822097
"BIH","Bosnia and Herzegovina",2020,139445,308055,359698,1824276,667384,3298858,447500,807198,2183974,667384,0.135653004767104,0.244690132160887,0.662039408789345,0.202307586443551
"BLM","Saint Barthelemy",1952,221,385,349,998,143,2096,606,955,1347,143,0.28912213740458,0.455629770992366,0.642652671755725,0.0682251908396947
"BLM","Saint Barthelemy",1956,221,418,357,990,157,2143,639,996,1347,157,0.298180121325245,0.464769015398973,0.628558096126925,0.0732617825478301
"BLM","Saint Barthelemy",1960,254,412,402,976,168,2212,666,1068,1378,168,0.301084990958409,0.482820976491863,0.622965641952984,0.0759493670886076
"BLM","Saint Barthelemy",1964,303,414,442,1004,161,2324,717,1159,1446,161,0.308519793459552,0.498709122203098,0.622203098106713,0.0692771084337349
"BLM","Saint Barthelemy",1968,279,524,382,1059,170,2414,803,1185,1441,170,0.332642916321458,0.490886495443248,0.596934548467274,0.0704225352112676
"BLM","Saint Barthelemy",1972,239,579,363,1125,165,2471,818,1181,1488,165,0.331040064751113,0.477944152165115,0.602185350060704,0.0667745851881829
"BLM","Saint Barthelemy",1976,204,540,500,1260,149,2653,744,1244,1760,149,0.280437240859404,0.468903128533735,0.663399924613645,0.0561628345269506
"BLM","Saint Barthelemy",1980,191,467,648,1514,171,2991,658,1306,2162,171,0.219993313273153,0.436643263122701,0.722835172183216,0.0571715145436309
"BLM","Saint Barthelemy",1984,281,420,810,2118,164,3793,701,1511,2928,164,0.18481413129449,0.398365409965726,0.771948325863433,0.0432375428420775
"BLM","Saint Barthelemy",1988,404,481,799,2972,187,4843,885,1684,3771,187,0.1827379723312,0.347718356390667,0.77864959735701,0.0386124303117902
"BLM","Saint Barthelemy",1992,455,619,762,3527,285,5648,1074,1836,4289,285,0.190155807365439,0.325070821529745,0.759383852691218,0.0504603399433428
"BLM","Saint Barthelemy",1996,449,763,709,4005,457,6383,1212,1921,4714,457,0.189879367068776,0.300955663481122,0.738524204919317,0.0715964280119066
"BLM","Saint Barthelemy",2000,437,903,647,4489,627,7103,1340,1987,5136,627,0.188652681965367,0.279740954526257,0.723074757144868,0.0882725608897649
"BLM","Saint Barthelemy",2004,456,855,1008,4837,713,7869,1311,2319,5845,713,0.166603126191384,0.294700724361418,0.742788156055407,0.0906087177532088
"BLM","Saint Barthelemy",2008,443,927,1033,5412,812,8627,1370,2403,6445,812,0.158803755650864,0.278544105714617,0.747073142459719,0.0941231018894169
"BLM","Saint Barthelemy",2012,486,970,1010,5869,891,9226,1456,2466,6879,891,0.157814871016692,0.267288098851073,0.745610231953176,0.0965748970301322
"BLM","Saint Barthelemy",2016,505,991,1033,6286,958,9773,1496,2529,7319,958,0.153074797912616,0.258774173743989,0.748900030696818,0.0980251713905658
"BLM","Saint Barthelemy",2020,642,1446,1289,5604,1582,10563,2088,3377,6893,1582,0.197671116160182,0.319700842563666,0.652560825523052,0.149768058316766
"BLR","Belarus",1952,799094,1335841,1482184,3130112,517046,7264277,2134935,3617119,4612296,517046,0.293895042823945,0.497932416398769,0.634928431280911,0.0711765258951441
"BLR","Belarus",1956,867470,1344860,1478694,3454895,536614,7682533,2212330,3691024,4933589,536614,0.287968824865445,0.480443624518111,0.642182597848913,0.0698485772856426
"BLR","Belarus",1960,953434,1578428,1343365,3738190,594143,8207560,2531862,3875227,5081555,594143,0.308479255710589,0.472153356174064,0.619131020668749,0.0723897236206619
"BLR","Belarus",1964,911027,1739556,1214645,4085220,652178,8602626,2650583,3865228,5299865,652178,0.308113243560745,0.449307920627957,0.616075254230511,0.0758115022087442
"BLR","Belarus",1968,777810,1857387,1276089,4232131,747789,8891206,2635197,3911286,5508220,747789,0.296382403017094,0.439905002763405,0.619513258381371,0.084104338601535
"BLR","Belarus",1972,720061,1763337,1556655,4254633,849842,9144528,2483398,4040053,5811288,849842,0.271572026462164,0.441800057914416,0.635493488564965,0.0929344849728712
"BLR","Belarus",1976,725519,1567789,1676799,4456481,953396,9379984,2293308,3970107,6133280,953396,0.244489542839305,0.423253067382631,0.653868919179393,0.101641537981301
"BLR","Belarus",1980,742300,1460299,1707493,4682485,1010470,9603047,2202599,3910092,6389978,1010470,0.229364596466101,0.407172015298894,0.665411509492768,0.105223894041131
"BLR","Belarus",1984,796870,1457849,1599207,5048463,979112,9881501,2254719,3853926,6647670,979112,0.228175759937686,0.390014229619569,0.672738888555494,0.0990853515068207
"BLR","Belarus",1988,826851,1505612,1432562,5319372,1022992,10107389,2332463,3765025,6751934,1022992,0.23076810440362,0.372502235740605,0.668019604271687,0.101212291324693
"BLR","Belarus",1992,737854,1593329,1400476,5332475,1153138,10217272,2331183,3731659,6732951,1153138,0.228161000313978,0.365230464648489,0.658977366952744,0.112861632733278
"BLR","Belarus",1996,560742,1603882,1465055,5233875,1300076,10163630,2164624,3629679,6698930,1300076,0.212977449985881,0.357124275480316,0.659108015541691,0.127914534472428
"BLR","Belarus",2000,460832,1399617,1523254,5256902,1350171,9990776,1860449,3383703,6780156,1350171,0.186216666252952,0.338682700923332,0.678641578992463,0.135141754754586
"BLR","Belarus",2004,447570,1112742,1563876,5195565,1414739,9734492,1560312,3124188,6759441,1414739,0.160286946663473,0.320940014127085,0.694380456627834,0.145332596708693
"BLR","Belarus",2008,469723,940445,1472236,5263003,1383420,9528827,1410168,2882404,6735239,1383420,0.147989673860172,0.302493056070805,0.7068277134216,0.145182612718229
"BLR","Belarus",2012,541406,903540,1250470,5467453,1299693,9462562,1444946,2695416,6717923,1299693,0.15270135086037,0.284850551045267,0.709947580792601,0.137351068347029
"BLR","Belarus",2016,589809,974490,1028787,5524786,1380770,9498642,1564299,2593086,6553573,1380770,0.164686594146826,0.27299544503309,0.689948415784067,0.145364990069107
"BLR","Belarus",2020,503298,1090739,896206,5389441,1470987,9350671,1594037,2490243,6285647,1470987,0.170473006696525,0.266317037568748,0.67221347002798,0.157313523275495
"BLZ","Belize",1952,13539,16257,13394,27459,2715,73364,29796,43190,40853,2715,0.406139250858732,0.588708358322883,0.556853497628265,0.0370072515130037
"BLZ","Belize",1956,15737,19626,13839,29620,3267,82089,35363,49202,43459,3267,0.430788534395595,0.599373850333175,0.529413197870604,0.0397982677338011
"BLZ","Belize",1960,17012,24003,14806,31700,3809,91330,41015,55821,46506,3809,0.449085733055951,0.611201138727691,0.509208365268805,0.0417059016752436
"BLZ","Belize",1964,19558,28395,16042,33317,4307,101619,47953,63995,49359,4307,0.471890099292455,0.629754278235369,0.485726094529566,0.0423838061779785
"BLZ","Belize",1968,22068,34356,18940,34522,4845,114731,56424,75364,53462,4845,0.491793848218877,0.656875648255485,0.46597693735782,0.0422292144233032
"BLZ","Belize",1972,21138,38945,23415,35861,5329,124688,60083,83498,59276,5329,0.481866739381496,0.669655460028231,0.47539458488387,0.0427386757346336
