"noc","country_name","year","age_0_4","age_5_14","age_15_24","age_25_64","age_65_plus","total_population","child_population","youth_population","working_age_population","elderly_population","child_proportion","youth_proportion","working_age_proportion","elderly_proportion"
"IMN","Isle of Man",2008,4394,9374,9561,44594,14092,82015,13768,23329,54155,14092,0.167871730780955,0.284447966835335,0.66030604157776,0.171822227641285
"IMN","Isle of Man",2012,4673,9230,9728,45024,15658,84313,13903,23631,54752,15658,0.164897465396795,0.280277062849145,0.649389773818984,0.185712760784221
"IMN","Isle of Man",2016,4142,9196,9230,43656,17211,83435,13338,22568,52886,17211,0.159860969617067,0.270486007071373,0.633858692395278,0.206280337987655
"IMN","Isle of Man",2020,3641,9097,8817,44141,18330,84026,12738,21555,52958,18330,0.151595934591674,0.256527741413372,0.630257301311499,0.218146764096827
"IND","India",1952,56927620,81413047,68748614,143336019,11448642,361873942,138340667,207089281,212084633,11448642,0.382289662072435,0.572269116299068,0.586073238177509,0.0316370997500561
"IND","India",1956,65800963,90120647,72646919,155336719,13083064,396988312,155921610,228568529,227983638,13083064,0.392761210561786,0.575756318488288,0.574282998034461,0.032955791403753
"IND","India",1960,72054476,104883767,76028777,168639767,14383142,435989929,176938243,252967020,244668544,14383142,0.405831032395246,0.580212989277557,0.56117934779177,0.0329896198129843
"IND","India",1964,78286845,121208843,81116228,181784513,16832740,479229169,199495688,280611916,262900741,16832740,0.416284527121512,0.585548489432621,0.548590857999297,0.0351246148791915
"IND","India",1968,83565982,133617657,93006150,193661252,18865351,522716392,217183639,310189789,286667402,18865351,0.415490392732891,0.59341890506468,0.548418619326558,0.0360909879405504
"IND","India",1972,89736510,144785217,108437090,206213040,21309560,570481417,234521727,342958817,314650130,21309560,0.411094419575108,0.601174388472675,0.551551936002851,0.0373536444220408
"IND","India",1976,97026510,156370991,123242760,224967222,24253260,625860743,253397501,376640261,348209982,24253260,0.404878407591703,0.601795631396552,0.556369745018502,0.0387518473897955
"IND","India",1980,104218688,169331287,135571218,251100376,27130723,687352292,273549975,409121193,386671594,27130723,0.397976377155952,0.595213252013132,0.562552272685227,0.0394713501588207
"IND","India",1984,113424786,183771065,146765814,280834273,30077134,754873072,297195851,443961665,427600087,30077134,0.393703076747186,0.588127569345857,0.566452961246974,0.0398439620058404
"IND","India",1988,121608649,200417896,158674890,313461857,33175279,827338571,322026545,480701435,472136747,33175279,0.389231877115034,0.581021424419967,0.570669328796469,0.0400987940884966
"IND","India",1992,126138812,218131324,172699086,349116445,36865935,902951602,344270136,516969222,521815531,36865935,0.381271969879068,0.572532592948431,0.577899778730333,0.0408282513905989
"IND","India",1996,129045328,233679454,188171610,387402606,41372415,979671413,362724782,550896392,575574216,41372415,0.370251471245084,0.562327719978086,0.587517619032536,0.0422309097223806
"IND","India",2000,131844129,244280020,205461381,429676594,46651167,1057913291,376124149,581585530,635137975,46651167,0.355534004724022,0.549747824276082,0.600368650628854,0.0440973446471238
"IND","India",2004,134597232,251413872,222564049,474865133,52540433,1135980719,386011104,608575153,697429182,52540433,0.339804274442091,0.535726656994431,0.613944559388248,0.046251166169661
"IND","India",2008,130894520,258547712,235193915,525047429,58233667,1207917243,389442232,624636147,760241344,58233667,0.322408040995239,0.517118329603976,0.629381978281769,0.0482099807229923
"IND","India",2012,127971644,260943340,244284097,580347566,65110649,1278657296,388914984,633199081,824631663,65110649,0.304158890123754,0.495206247194479,0.644919999736974,0.0509211101392722
"IND","India",2016,123220138,258260507,252031817,634610114,75798704,1343921280,381480645,633512462,886641931,75798704,0.283856391499359,0.471391049035253,0.659742459766691,0.0564011487339497
"IND","India",2020,118580632,250944247,257891451,685197445,89973922,1402587697,369524879,627416330,943088896,89973922,0.263459375688506,0.447327701035724,0.672392106402456,0.0641485179090374
"IRL","Ireland",1952,308321,538324,439237,1339442,316097,2941421,846645,1285882,1778679,316097,0.287835369367391,0.437163534223765,0.604700585193347,0.107464045439262
"IRL","Ireland",1956,296632,558796,399911,1310861,317503,2883703,855428,1255339,1710772,317503,0.296642199283352,0.435321876073923,0.593255269353328,0.11010253136332
"IRL","Ireland",1960,295800,577888,384566,1252378,317010,2827642,873688,1258254,1636944,317010,0.308981122787114,0.444983488008737,0.578907796672988,0.112111080539899
"IRL","Ireland",1964,307924,576008,428898,1225324,318963,2857117,883932,1312830,1654222,318963,0.309378999879949,0.459494658426659,0.578982939795605,0.111638060324446
"IRL","Ireland",1968,312529,595118,466396,1221904,326779,2922726,907647,1374043,1688300,326779,0.310548097905859,0.470123781702424,0.577645663671518,0.111806238422623
"IRL","Ireland",1972,323490,623024,502175,1254569,333815,3037073,946514,1448689,1756744,333815,0.311653358348647,0.477001705260295,0.578433248064831,0.109913393586522
"IRL","Ireland",1976,341209,659575,548169,1333315,346033,3228301,1000784,1548953,1881484,346033,0.310003311339308,0.479804392465263,0.582809347703327,0.107187340957364
"IRL","Ireland",1980,348519,689070,595290,1414991,367270,3415140,1037589,1632879,2010281,367270,0.303820341186599,0.47812944710905,0.588637947492636,0.107541711320766
"IRL","Ireland",1984,346543,695535,610078,1486109,377583,3515848,1042078,1652156,2096187,377583,0.296394497145497,0.46991678821155,0.596210928345025,0.107394574509478
"IRL","Ireland",1988,300860,688021,605490,1536377,394232,3524980,988881,1594371,2141867,394232,0.280535208710404,0.452306396064659,0.607625291491016,0.11183949979858
"IRL","Ireland",1992,268141,658767,611282,1614011,406092,3558293,926908,1538190,2225293,406092,0.260492320334497,0.432283120024124,0.62538217060821,0.114125509057292
"IRL","Ireland",1996,251354,605845,636109,1731264,413796,3638368,857199,1493308,2367373,413796,0.235599862355869,0.410433469071848,0.65066892628783,0.1137312113563
"IRL","Ireland",2000,267763,560477,640263,1908635,425293,3802431,828240,1468503,2548898,425293,0.217818548186673,0.386201090828473,0.670333794354191,0.111847657459136
"IRL","Ireland",2004,291867,554105,634311,2135304,450289,4065876,845972,1480283,2769615,450289,0.208066355196273,0.364074802084471,0.681185309143712,0.110748335660015
"IRL","Ireland",2008,326063,591328,661048,2420884,486427,4485750,917391,1578439,3081932,486427,0.204512288914897,0.351878504152037,0.68704943431979,0.108438276765312
"IRL","Ireland",2012,356031,632485,567291,2488528,555460,4599795,988516,1555807,3055819,555460,0.214904359868212,0.338233986514616,0.664338084632032,0.120757555499756
"IRL","Ireland",2016,329920,675598,577858,2533535,636209,4753120,1005518,1583376,3111393,636209,0.211549045679469,0.33312350624432,0.654600136331504,0.133850817989026
"IRL","Ireland",2020,307873,693692,630851,2624612,724949,4981977,1001565,1632416,3255463,724949,0.201037660350499,0.327664298731207,0.653448018728308,0.145514320921193
"IRN","Iran",1952,2934661,3613268,3257931,6664574,873977,17344411,6547929,9805860,9922505,873977,0.37752386056811,0.565361372029295,0.572086593197082,0.0503895462348073
"IRN","Iran",1956,3507964,4239888,3356420,7209629,890476,19204377,7747852,11104272,10566049,890476,0.403441986168049,0.578215684893085,0.550189626042022,0.0463683877899293
"IRN","Iran",1960,4047004,5296348,3396879,7843540,886647,21470418,9343352,12740231,11240419,886647,0.435173269565595,0.593385326731878,0.5235305153351,0.0412962150993055
"IRN","Iran",1964,4421763,6507967,3765378,8663032,904708,24262848,10929730,14695108,12428410,904708,0.450471848976674,0.605662946081186,0.512240360241304,0.037287790782022
"IRN","Iran",1968,4820739,7470177,4706222,9475391,964846,27437375,12290916,16997138,14181613,964846,0.44796253285892,0.619488489696992,0.516872076865954,0.0351653902751265
"IRN","Iran",1972,5297218,8354853,5839882,10374176,1055030,30921159,13652071,19491953,16214058,1055030,0.441512266729717,0.630375885975037,0.524367731494153,0.0341200017761301
"IRN","Iran",1976,5715604,9260712,6943420,11760803,1156720,34837259,14976316,21919736,18704223,1156720,0.429893637728502,0.629203807337426,0.536902831534479,0.0332035307370192
"IRN","Iran",1980,7054986,10187247,7837808,13503938,1258321,39842300,17242233,25080041,21341746,1258321,0.432761989142193,0.629482760784392,0.535655471697166,0.0315825391606408
"IRN","Iran",1984,8907464,11770559,9079367,16605835,1430749,47793974,20678023,29757390,25685202,1430749,0.432649166189863,0.62261803130244,0.537415072452439,0.0299357613576975
"IRN","Iran",1988,9783318,14474586,9876735,19218964,1719058,55072661,24257904,34134639,29095699,1719058,0.440470889903068,0.61981096210332,0.528314747674894,0.0312143624220373
"IRN","Iran",1992,9243917,17458062,10810184,21620888,2051896,61184947,26701979,37512163,32431072,2051896,0.436414188607534,0.613094639111153,0.530049850333285,0.0335359610591801
"IRN","Iran",1996,6947696,18654893,12242875,22665775,2370007,62881246,25602589,37845464,34908650,2370007,0.407157787554019,0.6018561400644,0.555152008279225,0.0376902041667559
"IRN","Iran",2000,5243855,17042595,15833161,25510735,2788234,66418580,22286450,38119611,41343896,2788234,0.33554541515341,0.573929930450184,0.622474855680444,0.041979729166146
"IRN","Iran",2004,5391390,13845270,18120477,29648055,3250994,70256186,19236660,37357137,47768532,3250994,0.273807348437617,0.531727369885977,0.679919231596204,0.0462734199661792
"IRN","Iran",2008,6023881,12116879,17869327,35778737,3725183,75514007,18140760,36010087,53648064,3725183,0.240230398580226,0.476866324945516,0.710438581282013,0.0493310201377607
"IRN","Iran",2012,6689046,11787090,15372273,41212868,4309048,79370325,18476136,33848409,56585141,4309048,0.232783927746296,0.426461766409549,0.712925655778781,0.0542904164749231
"IRN","Iran",2016,7452345,12467058,12754817,45898838,5238826,83811884,19919403,32674220,58653655,5238826,0.237668001831339,0.389851873512353,0.699825039131682,0.0625069590369786
"IRN","Iran",2020,7145535,13709977,11566214,48959879,6341425,87723030,20855512,32421726,60526093,6341425,0.237742722749089,0.369591953219126,0.689968107576768,0.0722891696741437
"IRQ","Iraq",1952,955992,1347536,1010993,2438750,159735,5913006,2303528,3314521,3449743,159735,0.389569704478568,0.560547545529296,0.583416116946271,0.0270141785751613
"IRQ","Iraq",1956,1105918,1511212,1113001,2595777,181587,6507495,2617130,3730131,3708778,181587,0.402171649766923,0.573205357822019,0.56992406448257,0.0279042857505077
"IRQ","Iraq",1960,1014958,1779088,1234375,2757660,235971,7022052,2794046,4028421,3992035,235971,0.397895942667471,0.573681453797266,0.568499777557899,0.03360427977463
"IRQ","Iraq",1964,1366566,1928119,1378068,2954220,302594,7929567,3294685,4672753,4332288,302594,0.415493683324701,0.58928223949681,0.546346099351957,0.0381602173233419
"IRQ","Iraq",1968,1726499,2182908,1606886,3186902,381815,9085010,3909407,5516293,4793788,381815,0.43031400075509,0.607186233146689,0.527659077975698,0.0420269212692116
"IRQ","Iraq",1972,1980690,2681364,1846891,3458109,463108,10430162,4662054,6508945,5305000,463108,0.446978100627775,0.624050230475807,0.508621054974985,0.0444008443972395
"IRQ","Iraq",1976,2227236,3399117,1976809,3789041,535440,11927643,5626353,7603162,5765850,535440,0.471707025436627,0.63744043982537,0.483402294988205,0.0448906795751684
"IRQ","Iraq",1980,2444567,3921566,2354191,4273160,598501,13591985,6366133,8720324,6627351,598501,0.468374045439279,0.641578400800177,0.487592577537424,0.0440333770232972
"IRQ","Iraq",1984,2683976,4411716,2972158,4596978,645890,15310718,7095692,10067850,7569136,645890,0.46344606438444,0.657568769799039,0.494368454830139,0.042185480785421
"IRQ","Iraq",1988,2924406,4783742,3508297,5031796,660569,16908810,7708148,11216445,8540093,660569,0.455865788307989,0.663349165316779,0.50506765408092,0.0390665576110915
"IRQ","Iraq",1992,3171860,5039416,3843939,5604824,640795,18300834,8211276,12055215,9448763,640795,0.448683158374094,0.658724897455493,0.516302317151229,0.0350145244746769
"IRQ","Iraq",1996,3691721,5826554,4452092,6831790,699138,21501295,9518275,13970367,11283882,699138,0.44268380113849,0.649745375801783,0.524800110877042,0.0325160879844679
"IRQ","Iraq",2000,4043601,6623828,4938185,8066098,752310,24424022,10667429,15605614,13004283,752310,0.436759719590819,0.638945297379768,0.532438228232844,0.0308020521763369
"IRQ","Iraq",2004,4371312,7456615,5484468,9438523,826909,27577827,11827927,17312395,14922991,826909,0.428892639003066,0.62776501571353,0.541122801299754,0.0299845596971799
"IRQ","Iraq",2008,4465447,7636686,5814446,10188943,865468,28970990,12102133,17916579,16003389,865468,0.417732807888167,0.618431713931764,0.552393584064611,0.0298736080472224
"IRQ","Iraq",2012,5244846,8538046,6780364,12083564,1007967,33654787,13782892,20563256,18863928,1007967,0.4095373415972,0.611005382384384,0.560512476278635,0.0299501821241656
"IRQ","Iraq",2016,5830666,9586834,7682960,14182093,1187014,38469567,15417500,23100460,21865053,1187014,0.400771342188489,0.600486613223382,0.568372734738605,0.0308559230729059
"IRQ","Iraq",2020,5508542,10704110,8288039,16200629,1415226,42116546,16212652,24500691,24488668,1415226,0.384947331625913,0.581735525035695,0.581450055282311,0.0336026130917763
"ISL","Iceland",1952,19101,27661,23938,65832,11241,147773,46762,70700,89770,11241,0.316444817388833,0.478436520879998,0.607485805932071,0.0760693766790956
"ISL","Iceland",1956,20948,33609,23274,70883,12375,161089,54557,77831,94157,12375,0.338676135552397,0.483155274413523,0.584502976615411,0.0768208878321921
"ISL","Iceland",1960,23012,38234,25509,74664,14148,175567,61246,86755,100173,14148,0.348846878969282,0.494141837589069,0.570568500914181,0.0805846201165367
"ISL","Iceland",1964,23399,42235,30428,77153,15823,189038,65634,96062,107581,15823,0.347200033855627,0.508162380050572,0.569097218548652,0.0837027475957215
"ISL","Iceland",1968,22827,44978,35625,80851,17234,201515,67805,103430,116476,17234,0.336476192839243,0.513262040046647,0.578001637595216,0.085522169565541
"ISL","Iceland",1972,20643,45461,39328,85016,18759,209207,66104,105432,124344,18759,0.315974130884722,0.503960192536579,0.594358697366723,0.0896671717485553
"ISL","Iceland",1976,21535,43447,42671,92054,20484,220191,64982,107653,134725,20484,0.295116512482345,0.488907357703085,0.61185516210926,0.0930283254083954
"ISL","Iceland",1980,20858,41908,44040,98827,22505,228138,62766,106806,142867,22505,0.275122951897536,0.468164005996371,0.626230614803321,0.0986464332991435
"ISL","Iceland",1984,21872,41504,43868,108212,24047,239503,63376,107244,152080,24047,0.264614639482595,0.447777272100976,0.634981607746041,0.100403752771364
"ISL","Iceland",1988,20561,42434,43026,117576,26121,249718,62995,106021,160602,26121,0.252264554417383,0.42456290695905,0.643133454536717,0.1046019910459
"ISL","Iceland",1992,22850,41921,41748,126359,28185,261063,64771,106519,168107,28185,0.248104863576991,0.408020286291049,0.643932690576604,0.107962445846405
"ISL","Iceland",1996,22295,42628,42260,131134,30622,268939,64923,107183,173394,30622,0.241404184592045,0.398540189410982,0.64473356411677,0.113862251291185
"ISL","Iceland",2000,21424,44076,42855,140381,32529,281265,65500,108355,183236,32529,0.232876468810552,0.385241675999502,0.651471032656036,0.115652498533412
"ISL","Iceland",2004,20986,44705,43050,149078,34323,292142,65691,108741,192128,34323,0.224859828439594,0.372219673994154,0.657652785289346,0.11748738627106
"ISL","Iceland",2008,22527,43801,46779,167642,36738,317487,66328,113107,214421,36738,0.208915640640404,0.356257106590191,0.675369385203174,0.115714974156422
"ISL","Iceland",2012,23502,42926,47210,166227,40954,320819,66428,113638,213437,40954,0.207057562052123,0.354212188180875,0.665287903771285,0.127654534176592
"ISL","Iceland",2016,21691,45046,47089,175025,46683,335534,66737,113826,222114,46683,0.198897876221188,0.339238348423707,0.661971663080344,0.139130460698469
"ISL","Iceland",2020,21613,47045,47914,196651,53357,366580,68658,116572,244565,53357,0.187293360248786,0.317998799716297,0.667153145288886,0.145553494462327
"ISR","Israel",1952,219236,255501,226898,654825,57758,1414218,474737,701635,881723,57758,0.335688698630621,0.496129309625532,0.623470356055431,0.0408409453139474
"ISR","Israel",1956,235673,354798,243123,754275,72765,1660634,590471,833594,997398,72765,0.355569619795813,0.501973342711278,0.60061277801129,0.0438176021928974
"ISR","Israel",1960,223804,442959,272661,857478,95032,1891934,666763,939424,1130139,95032,0.352424027476646,0.496541634116201,0.597345890501466,0.0502300820218887
"ISR","Israel",1964,271289,504619,366080,965188,124667,2231843,775908,1141988,1331268,124667,0.347653486378746,0.511679360958634,0.596488193838007,0.0558583197832464
"ISR","Israel",1968,329466,565043,503179,1084180,163579,2645447,894509,1397688,1587359,163579,0.338131514258271,0.528337177044182,0.600034323121953,0.0618341626197765
"ISR","Israel",1972,376833,628598,612671,1245402,215872,3079376,1005431,1618102,1858073,215872,0.326504785385091,0.52546424989998,0.603392700339289,0.0701025142756195
"ISR","Israel",1976,425713,689699,626335,1386001,270459,3398207,1115412,1741747,2012336,270459,0.328235448870537,0.512548823541356,0.592175815069535,0.0795887360599281
"ISR","Israel",1980,447536,776667,638712,1530457,328177,3721549,1224203,1862915,2169169,328177,0.328949853945226,0.500575163728867,0.582867241570647,0.0881829044841274
"ISR","Israel",1984,457431,858412,677958,1681848,357994,4033643,1315843,1993801,2359806,357994,0.326217020197375,0.494292876191572,0.58503095092947,0.0887520288731551
"ISR","Israel",1988,478724,897018,744914,1796073,390378,4307107,1375742,2120656,2540987,390378,0.31941207868762,0.492362042549674,0.589952141890136,0.0906357794222433
"ISR","Israel",1992,518178,984570,878167,2108298,467726,4956939,1502748,2380915,2986465,467726,0.30316047867444,0.480319608532604,0.602481692835034,0.0943578284905261
"ISR","Israel",1996,561700,1047624,971061,2380171,538560,5499116,1609324,2580385,3351232,538560,0.292651400697858,0.4692363281662,0.609412858357598,0.0979357409445445
"ISR","Israel",2000,618635,1111112,1051830,2735348,593454,6110379,1729747,2781577,3787178,593454,0.283083422484923,0.455221681011931,0.619794287719305,0.0971222897957721
"ISR","Israel",2004,670594,1175048,1089074,3023007,656369,6614092,1845642,2934716,4112081,656369,0.279046919819077,0.443706558662928,0.62171511977759,0.0992379604033328
"ISR","Israel",2008,712040,1258346,1121449,3293984,695839,7081658,1970386,3091835,4415433,695839,0.278237949361576,0.43659761598202,0.623502716454254,0.0982593341841699
"ISR","Israel",2012,783525,1357182,1157051,3523213,785431,7606402,2140707,3297758,4680264,785431,0.281434901810343,0.433550317219626,0.61530589627001,0.103259201919646
"ISR","Israel",2016,843230,1476248,1234052,3731914,922899,8208343,2319478,3553530,4965966,922899,0.282575667220534,0.43291685057508,0.604990069250274,0.112434263529192
"ISR","Israel",2020,874255,1592885,1335800,3936737,1058518,8798195,2467140,3802940,5272537,1058518,0.280414334985756,0.432240931236464,0.599274851262105,0.120310813752139
"ITA","Italy",1952,4236212,8073703,7962033,22827144,3918953,47018045,12309915,20271948,30789177,3918953,0.261812565792559,0.43115250751068,0.654837456555244,0.0833499776521971
"ITA","Italy",1956,4039714,8044705,7859946,24134361,4323034,48401760,12084419,19944365,31994307,4323034,0.249668999639683,0.412058673073045,0.661015363904123,0.089315636456195
"ITA","Italy",1960,4157185,8227387,7505273,24918355,4706081,49514281,12384572,19889845,32423628,4706081,0.250121212504328,0.401699158269106,0.654833865001493,0.095044922494179
"ITA","Italy",1964,4466920,8011107,7712912,25724847,5103439,51019225,12478027,20190939,33437759,5103439,0.244575000894271,0.395751581879184,0.655395275016428,0.100029724089302
"ITA","Italy",1968,4682201,8298935,7712939,26403212,5614436,52711723,12981136,20694075,34116151,5614436,0.246266584759523,0.392589614268538,0.6472213211471,0.106512094093377
"ITA","Italy",1972,4404519,8891470,7778325,26759524,6233128,54066966,13295989,21074314,34537849,6233128,0.245917054047383,0.389781701455192,0.638797616274603,0.115285329678014
"ITA","Italy",1976,4222813,9117250,7909040,27352532,6856975,55458610,13340063,21249103,35261572,6856975,0.240540882651044,0.383152462710479,0.635817810796196,0.123641306552761
"ITA","Italy",1980,3596903,8962238,8584800,27814283,7452842,56411066,12559141,21143941,36399083,7452842,0.222636122494122,0.374819029301804,0.645247210892983,0.132116666612895
"ITA","Italy",1984,3107777,8196403,9115936,29020068,7368720,56808904,11304180,20420116,38136004,7368720,0.198986060354201,0.359452736493561,0.671303287245253,0.129710652400546
"ITA","Italy",1988,2831669,7158829,9133540,29695060,8107629,56926727,9990498,19124038,38828600,8107629,0.175497495227505,0.335941288175588,0.682080317036319,0.142422187736175
"ITA","Italy",1992,2674663,6021036,8686729,30778742,8961022,57122192,8695699,17382428,39465471,8961022,0.152229784879404,0.304302537969831,0.690895597984055,0.156874617136541
"ITA","Italy",1996,2713957,5582926,7713554,31417157,9730716,57158310,8296883,16010437,39130711,9730716,0.145156198634984,0.280106899591678,0.68460230892061,0.170241492444406
"ITA","Italy",2000,2624748,5550693,6712245,31951370,10427920,57266976,8175441,14887686,38663615,10427920,0.142760131074496,0.259969829732235,0.675146789661113,0.182093079264391
"ITA","Italy",2004,2711280,5522853,6079818,32617682,11237914,58169547,8234133,14313951,38697500,11237914,0.14155401622777,0.246072932285342,0.665253590508449,0.193192393263781
"ITA","Italy",2008,2816590,5537863,6009422,33163768,12023404,59551047,8354453,14363875,39173190,12023404,0.140290614873656,0.241202728140111,0.657808585632424,0.20190079949392
"ITA","Italy",2012,2783094,5674066,6053601,33311172,12695141,60517074,8457160,14510761,39364773,12695141,0.139748329537545,0.239779619880499,0.650473831566939,0.209777838895516
"ITA","Italy",2016,2539000,5658721,5894114,32893851,13476726,60462412,8197721,14091835,38787965,13476726,0.13558375739294,0.233067695016864,0.641521959130575,0.222894283476485
"ITA","Italy",2020,2245887,5438510,5858486,32362735,13992718,59898336,7684397,13542883,38221221,13992718,0.128290659025987,0.226097816807465,0.638101549265075,0.233607791708938
"JAM","Jamaica",1952,201496,328021,278932,616232,56659,1481340,529517,808449,895164,56659,0.35745811224972,0.545755194621086,0.604293410020657,0.0382484777296232
"JAM","Jamaica",1956,239785,354986,278271,637804,61128,1571974,594771,873042,916075,61128,0.378359311286319,0.555379414672253,0.582754549375499,0.0388861393381824
"JAM","Jamaica",1960,282504,396865,273327,627347,69966,1650009,679369,952696,900674,69966,0.411736542043104,0.577388365760429,0.54586005288456,0.042403405072336
"JAM","Jamaica",1964,305600,450481,283649,621655,84187,1745572,756081,1039730,905304,84187,0.433142259385462,0.595638564321609,0.518628850600262,0.0482288900142761
"JAM","Jamaica",1968,306747,515754,295566,612009,103686,1833762,822501,1118067,907575,103686,0.448532034146198,0.609712165482762,0.494925186583646,0.0565427792701561
"JAM","Jamaica",1972,298119,559994,329666,621029,122707,1931515,858113,1187779,950695,122707,0.444269394749717,0.614946816359179,0.49220171730481,0.0635288879454729
"JAM","Jamaica",1976,295393,570239,391821,647048,140956,2045457,865632,1257453,1038869,140956,0.423197358829836,0.614754062295125,0.507890901642029,0.0689117395281348
"JAM","Jamaica",1980,288104,565149,448401,683938,159904,2145496,853253,1301654,1132339,159904,0.39769498521554,0.606691413081171,0.527774929433567,0.0745300853508932
"JAM","Jamaica",1984,297226,560737,485441,754460,166545,2264409,857963,1343404,1239901,166545,0.378890474291526,0.59326914881543,0.547560533454866,0.0735489922536079
"JAM","Jamaica",1988,299108,556028,489946,829009,171570,2345661,855136,1345082,1318955,171570,0.364560778390398,0.573434098107101,0.562295659944041,0.0731435616655604
"JAM","Jamaica",1992,297568,559930,484650,910015,172412,2424575,857498,1342148,1394665,172412,0.353669405978367,0.553560108472619,0.57522039945145,0.0711101945701824
"JAM","Jamaica",1996,305321,575564,495252,984833,163423,2524393,880885,1376137,1480085,163423,0.348949232548181,0.545135800962845,0.586313224604885,0.0647375428469339
"JAM","Jamaica",2000,279487,587366,517362,1065559,158008,2607782,866853,1384215,1582921,158008,0.33241007108723,0.530801654432771,0.60699897460754,0.0605909543052295
"JAM","Jamaica",2004,250865,581680,536171,1150397,153077,2672190,832545,1368716,1686568,153077,0.311559058300495,0.512207590029152,0.631155718717606,0.0572852229818987
"JAM","Jamaica",2008,235524,541152,553084,1237498,158348,2725606,776676,1329760,1790582,158348,0.284955345710275,0.487876824456653,0.65694821628658,0.058096438003145
"JAM","Jamaica",2012,210961,493580,561232,1335135,171489,2772397,704541,1265773,1896367,171489,0.254127024376379,0.456562678433139,0.684017115874819,0.0618558597488022
"JAM","Jamaica",2016,187718,453936,543621,1441574,183028,2809877,641654,1185275,1985195,183028,0.22835661489809,0.421824514026771,0.7065060143202,0.0651373707817104
"JAM","Jamaica",2020,171814,410388,498607,1547839,202057,2830705,582202,1080809,2046446,202057,0.205673851567012,0.381816190666283,0.722945697273294,0.0713804511596934
"JEY","Jersey",1952,4364,7474,7907,31666,7327,58738,11838,19745,39573,7327,0.201539037760904,0.336153767578058,0.673720589737478,0.124740372501617
"JEY","Jersey",1956,4164,7924,8795,32586,7737,61206,12088,20883,41381,7737,0.197496977420514,0.341192039996079,0.676093847008463,0.126409175571022
"JEY","Jersey",1960,4431,8148,8925,33918,8246,63668,12579,21504,42843,8246,0.197571778601495,0.337752088961488,0.672912609160018,0.129515612238487
"JEY","Jersey",1964,5124,8203,9381,34781,8804,66293,13327,22708,44162,8804,0.201031783144525,0.342539936343204,0.666163848370114,0.13280436848536
"JEY","Jersey",1968,5179,8792,10480,34937,9317,68705,13971,24451,45417,9317,0.203347645731752,0.35588385124809,0.66104359216942,0.135608762098828
"JEY","Jersey",1972,4678,9985,10564,36406,9867,71500,14663,25227,46970,9867,0.205076923076923,0.352825174825175,0.656923076923077,0.138
"JEY","Jersey",1976,3840,10031,11896,38679,10765,75211,13871,25767,50575,10765,0.18442780976187,0.342596162795336,0.672441531159006,0.143130659079124
"JEY","Jersey",1980,3914,9210,12544,39605,11273,76546,13124,25668,52149,11273,0.171452459958718,0.335327776761686,0.681276617981345,0.147270922059938
