"noc","country_name","year","age_0_4","age_5_14","age_15_24","age_25_64","age_65_plus","total_population","child_population","youth_population","working_age_population","elderly_population","child_proportion","youth_proportion","working_age_proportion","elderly_proportion"
"TKM","Turkmenistan",1992,611017,1011762,748640,1428851,144410,3944680,1622779,2371419,2177491,144410,0.411384193394648,0.601168916109799,0.552007006905503,0.0366087996998489
"TKM","Turkmenistan",1996,570256,1142145,803348,1580051,168009,4263809,1712401,2515749,2383399,168009,0.401612970937488,0.59002384956737,0.558983528577382,0.0394035004851296
"TKM","Turkmenistan",2000,527379,1181881,922026,1767508,183870,4582664,1709260,2631286,2689534,183870,0.372983923761375,0.574182615177547,0.586893125919771,0.0401229503188538
"TKM","Turkmenistan",2004,533197,1153781,1070408,1993246,207443,4958075,1686978,2757386,3063654,207443,0.340248584380027,0.556140437569016,0.617911992053367,0.041839423566606
"TKM","Turkmenistan",2008,556946,1115158,1182467,2275323,215120,5345014,1672104,2854571,3457790,215120,0.312834353661188,0.534062399088197,0.646918791980713,0.040246854358099
"TKM","Turkmenistan",2012,655425,1071260,1233395,2639225,209219,5808524,1726685,2960080,3872620,209219,0.297267429729136,0.509609670201931,0.666713264850072,0.0360193054207919
"TKM","Turkmenistan",2016,771099,1130754,1219567,3010234,228363,6360017,1901853,3121420,4229801,228363,0.299032691264819,0.490787996321393,0.665061272634963,0.035906036100218
"TKM","Turkmenistan",2020,824416,1345857,1119941,3395761,263917,6949892,2170273,3290214,4515702,263917,0.312274349011467,0.473419443064727,0.649751391820189,0.0379742591683439
"TLS","East Timor",1952,67744,113939,79933,147541,13271,422428,181683,261616,227474,13271,0.430092228734838,0.61931500752791,0.538491766644257,0.0314160046209058
"TLS","East Timor",1956,65332,118327,88821,157197,13026,442703,183659,272480,246018,13026,0.414858268410198,0.615491650158232,0.555717941825558,0.0294237897642437
"TLS","East Timor",1960,71522,116209,99915,168601,11883,468130,187731,287646,268516,11883,0.401023220045714,0.614457522483071,0.573592805417299,0.0253839745369876
"TLS","East Timor",1964,78266,115038,108978,183980,12402,498664,193304,302282,292958,12402,0.387643784191359,0.606183722907609,0.587485761955946,0.0248704538526944
"TLS","East Timor",1968,84391,125480,108798,201166,14045,533880,209871,318669,309964,14045,0.393105192178018,0.596892560125871,0.580587397917135,0.0263074099048475
"TLS","East Timor",1972,89375,138365,107302,222416,15517,572975,227740,335042,329718,15517,0.397469348575418,0.584741044548191,0.575449190627863,0.0270814607967189
"TLS","East Timor",1976,87210,149581,113245,241638,15958,607632,236791,350036,354883,15958,0.389694749453617,0.576065776654291,0.584042644232035,0.0262626063143482
"TLS","East Timor",1980,90670,152602,128556,261911,16138,649877,243272,371828,390467,16138,0.374335451169991,0.572151345562314,0.600832157469798,0.0248323913602112
"TLS","East Timor",1984,116123,153507,138993,260934,17229,686786,269630,408623,399927,17229,0.392596820552545,0.594978639634471,0.582316762426724,0.0250864170207313
"TLS","East Timor",1988,131265,170622,144436,267398,17032,730753,301887,446323,411834,17032,0.413117701877379,0.610771355026938,0.563574833083135,0.0233074650394867
"TLS","East Timor",1992,138880,201339,146056,295651,17397,799323,340219,486275,441707,17397,0.42563394272403,0.608358573442776,0.552601388925378,0.0217646683505917
"TLS","East Timor",1996,148171,235402,154739,333822,20155,892289,383573,538312,488561,20155,0.429875298249782,0.603293327610225,0.547536728571124,0.0225879731790933
"TLS","East Timor",2000,122631,194804,134256,275741,17663,745095,317435,451691,409997,17663,0.426032921976392,0.606219341157839,0.550261376066139,0.0237057019574685
"TLS","East Timor",2004,153764,236846,178363,335904,24204,929081,390610,568973,514267,24204,0.4204262061112,0.612404085327329,0.553522244023933,0.0260515498648665
"TLS","East Timor",2008,160768,274367,201276,358575,37445,1032431,435135,636411,559851,37445,0.421466422453413,0.616419886655864,0.542264809948558,0.0362687675980283
"TLS","East Timor",2012,156849,307284,228746,386732,55280,1134891,464133,692879,615478,55280,0.408967028551641,0.610524711183717,0.542323447802476,0.0487095236458832
"TLS","East Timor",2016,156203,316030,259476,430394,66211,1228314,472233,731709,689870,66211,0.384456254671037,0.595701913354403,0.561639776148444,0.053903969180519
"TLS","East Timor",2020,165304,312148,286779,488413,73407,1326051,477452,764231,775192,73407,0.360055533309051,0.576320971063707,0.584586867322599,0.0553575993683501
"TON","Tonga",1952,9246,14106,10207,16657,2163,52379,23352,33559,26864,2163,0.445827526298707,0.640695698657859,0.51287729815384,0.0412951755474522
"TON","Tonga",1956,10927,15887,11422,18885,1997,59118,26814,38236,30307,1997,0.45356744138841,0.646774248113942,0.512652660780135,0.0337798978314557
"TON","Tonga",1960,12325,17926,12555,21315,2066,66187,30251,42806,33870,2066,0.457053499932011,0.646743318174264,0.511731911100367,0.031214588967622
"TON","Tonga",1964,13609,20319,13740,23934,2289,73891,33928,47668,37674,2289,0.459162820911884,0.645112395284947,0.509859116807189,0.0309780622809273
"TON","Tonga",1968,14684,22905,14880,26345,2553,81367,37589,52469,41225,2553,0.461968611353497,0.644843732717195,0.506655032138336,0.0313763565081667
"TON","Tonga",1972,15158,25321,16061,28038,2791,87369,40479,56540,44099,2791,0.463310785289977,0.647140290034223,0.504744245670661,0.0319449690393618
"TON","Tonga",1976,15594,28345,18635,29703,3066,95343,43939,62574,48338,3066,0.460851871663363,0.656304081054718,0.506990549909275,0.0321575784273623
"TON","Tonga",1980,15166,28183,19976,31082,3378,97785,43349,63325,51058,3378,0.443309301017538,0.647594211791174,0.522145523342026,0.0345451756404356
"TON","Tonga",1984,14832,26749,21079,31559,3789,98008,41581,62660,52638,3789,0.424261284793078,0.639335564443719,0.537078605828096,0.0386601093788262
"TON","Tonga",1988,15110,25635,22173,31816,4251,98985,40745,62918,53989,4251,0.411628024448149,0.635631661362833,0.545426074657776,0.0429459008940749
"TON","Tonga",1992,14158,26317,20953,33960,4657,100045,40475,61428,54913,4657,0.404567944425009,0.614003698335749,0.548883002648808,0.0465490529261832
"TON","Tonga",1996,14150,25651,20394,34952,5147,100294,39801,60195,55346,5147,0.396843280754582,0.600185454762997,0.551837597463457,0.051319121781961
"TON","Tonga",2000,14193,25157,20774,37018,5553,102695,39350,60124,57792,5553,0.383173474852719,0.58546180437217,0.56275378548128,0.0540727396660013
"TON","Tonga",2004,14446,25693,20455,38589,5905,105088,40139,60594,59044,5905,0.381956074908648,0.576602466504263,0.561852923264312,0.0561910018270402
"TON","Tonga",2008,14486,26231,20283,39883,6153,107036,40717,61000,60166,6153,0.380404723644381,0.569901715310737,0.5621099443178,0.0574853320378191
"TON","Tonga",2012,14054,25965,20104,40963,6387,107473,40019,60123,61067,6387,0.372363291245243,0.55942422748039,0.568207828943083,0.0594288798116736
"TON","Tonga",2016,13326,25202,19788,40851,6367,105534,38528,58316,60639,6367,0.365076657759585,0.552580211116796,0.574592074592075,0.0603312676483408
"TON","Tonga",2020,12203,25612,19951,41250,6705,105721,37815,57766,61201,6705,0.357686741517768,0.546400431323956,0.578891610938224,0.0634216475440073
"TTO","Trinidad and Tobago",1952,115523,166082,111936,264824,25074,683439,281605,393541,376760,25074,0.412041162415373,0.575824616388588,0.551270852263333,0.0366879853212942
"TTO","Trinidad and Tobago",1956,127656,197957,124642,287064,24372,761691,325613,450255,411706,24372,0.427486999321247,0.591125535157958,0.54051577345669,0.0319972272220625
"TTO","Trinidad and Tobago",1960,138174,226320,147423,307641,25393,844951,364494,511917,455064,25393,0.43137886102271,0.605854067277274,0.538568508706422,0.0300526302708678
"TTO","Trinidad and Tobago",1964,148283,246427,165730,321593,30938,912971,394710,560440,487323,30938,0.432335747794837,0.613863967201587,0.533777086019162,0.0338871661860015
"TTO","Trinidad and Tobago",1968,139184,271150,187408,332174,39085,969001,410334,597742,519582,39085,0.423460863301483,0.616864172482794,0.53620378100745,0.0403353556910674
"TTO","Trinidad and Tobago",1972,127465,275812,217003,351319,43312,1014911,403277,620280,568322,43312,0.397352083089059,0.611166890495817,0.559972253724711,0.0426756631862301
"TTO","Trinidad and Tobago",1976,132010,260581,241086,386831,45793,1066301,392591,633677,627917,45793,0.368180279301998,0.594275912711326,0.588874060888999,0.0429456598090033
"TTO","Trinidad and Tobago",1980,141347,244449,254863,432037,49044,1121740,385796,640659,686900,49044,0.343926400057054,0.571129673542889,0.612352238486637,0.0437213614563089
"TTO","Trinidad and Tobago",1984,154853,247523,244906,473826,51871,1172979,402376,647282,718732,51871,0.343037684391622,0.551827441070982,0.61274072255343,0.0442215930549481
"TTO","Trinidad and Tobago",1988,152032,268754,227084,527373,54823,1230066,420786,647870,754457,54823,0.342084083293092,0.526695315535914,0.613346763506999,0.0445691531999096
"TTO","Trinidad and Tobago",1992,130093,287115,223422,573140,57907,1271677,417208,640630,796562,57907,0.328077019557639,0.503767859291314,0.626387046396215,0.0455359340461454
"TTO","Trinidad and Tobago",1996,110302,278418,241416,609654,61143,1300933,388720,630136,851070,61143,0.298800937481023,0.484372369676225,0.654199716664886,0.0469993458540909
"TTO","Trinidad and Tobago",2000,97305,245518,263655,648510,64787,1319775,342823,606478,912165,64787,0.259758670985585,0.459531359512038,0.691151900892198,0.0490894281222178
"TTO","Trinidad and Tobago",2004,94038,211228,273640,696620,69856,1345382,305266,578906,970260,69856,0.226899126047472,0.430291173807885,0.721178074331305,0.0519227996212228
"TTO","Trinidad and Tobago",2008,94224,191731,253078,753978,79071,1372082,285955,539033,1007056,79071,0.208409555697108,0.392857715500969,0.733961964372392,0.0576284799304998
"TTO","Trinidad and Tobago",2012,95188,185237,219885,807718,95783,1403811,280425,500310,1027603,95783,0.199759796724773,0.356394129979036,0.732009508402484,0.0682306948727428
"TTO","Trinidad and Tobago",2016,92950,186883,195622,839949,121618,1437022,279833,475455,1035571,121618,0.194731187135618,0.330861322930338,0.720636844808221,0.0846319680561606
"TTO","Trinidad and Tobago",2020,89010,188622,188450,860259,154667,1481008,277632,466082,1048709,154667,0.187461512699459,0.314705930015233,0.708104885321349,0.104433601979193
"TUN","Tunisia",1952,630155,921338,656158,1392202,158326,3758179,1551493,2207651,2048360,158326,0.412831054614482,0.587425718679179,0.545040563528241,0.0421283818572772
"TUN","Tunisia",1956,704524,1035932,715455,1465336,161348,4082595,1740456,2455911,2180791,161348,0.426311206475293,0.601556363048502,0.534167851574795,0.0395209419499118
"TUN","Tunisia",1960,751451,1093874,756323,1499617,166012,4267277,1845325,2601648,2255940,166012,0.432436188229637,0.609674038034091,0.528660314294104,0.0389034974762595
"TUN","Tunisia",1964,804975,1172762,803732,1535844,172551,4489864,1977737,2781469,2339576,172551,0.440489288762421,0.619499610678631,0.521079480358425,0.0384312308791536
"TUN","Tunisia",1968,870748,1315165,893245,1621383,179345,4879886,2185913,3079158,2514628,179345,0.447943456056146,0.630989740334098,0.515304660805601,0.0367518831382536
"TUN","Tunisia",1972,903328,1494338,1024978,1783609,190298,5396551,2397666,3422644,2808587,190298,0.444295995720229,0.634228046765425,0.520441111369095,0.0352628929106757
"TUN","Tunisia",1976,976309,1641614,1190573,1977546,210939,5996981,2617923,3808496,3168119,210939,0.436540152453376,0.635068878824195,0.52828564906242,0.035174198484204
"TUN","Tunisia",1980,1032867,1739212,1362383,2229958,241758,6606178,2772079,4134462,3592341,241758,0.419619180712357,0.625847804888091,0.543785075122105,0.0365957441655372
"TUN","Tunisia",1984,1058486,1819858,1537080,2529007,275605,7220036,2878344,4415424,4066087,275605,0.398660616096651,0.611551521349755,0.563167136562754,0.038172247340595
"TUN","Tunisia",1988,1095942,1985763,1644107,2925825,322792,7974429,3081705,4725812,4569932,322792,0.386448358873093,0.592620738111782,0.573073257031945,0.0404783840949615
"TUN","Tunisia",1992,1041255,2121878,1750520,3391368,377467,8682488,3163133,4913653,5141888,377467,0.364311819377119,0.565926840325031,0.592213660416231,0.0434745202066504
"TUN","Tunisia",1996,973208,2144961,1910845,3818973,446420,9294407,3118169,5029014,5729818,446420,0.335488751460959,0.541079597654805,0.616480212239468,0.0480310362995724
"TUN","Tunisia",2000,879839,2067912,2046325,4234958,535874,9764908,2947751,4994076,6281283,535874,0.301871866073905,0.511430932068177,0.643250607174179,0.0548775267519162
"TUN","Tunisia",2004,831298,1886028,2147500,4687404,613900,10166130,2717326,4864826,6834904,613900,0.267292076729296,0.47853273566244,0.672321129082552,0.0603867941881522
"TUN","Tunisia",2008,862855,1730894,2071204,5204832,672797,10542582,2593749,4664953,7276036,672797,0.246025973523374,0.442486764627489,0.690156927401655,0.0638170990749704
"TUN","Tunisia",2012,986183,1678512,1928512,5686802,729561,11009570,2664695,4593207,7615314,729561,0.24203443004586,0.41720130758967,0.691699494167347,0.0662660757867928
"TUN","Tunisia",2016,1077873,1788205,1786156,6050793,825542,11528569,2866078,4652234,7836949,825542,0.248606570338435,0.403539589345391,0.679785062656085,0.07160836700548
"TUN","Tunisia",2020,1021923,1981571,1652005,6326892,991528,11973919,3003494,4655499,7978897,991528,0.250836338545467,0.388803281532137,0.666356353337617,0.0828073081169164
"TUR","Turkey",1952,3760253,5288647,4174537,8212201,853841,22289479,9048900,13223437,12386738,853841,0.405971804006724,0.593259133602899,0.555721288954309,0.0383069070389667
"TUR","Turkey",1956,4275852,5997190,4520039,9260383,1003905,25057369,10273042,14793081,13780422,1003905,0.409980872293496,0.590368486013037,0.549954865572678,0.0400642621338258
"TUR","Turkey",1960,4787626,7114627,4926464,10322949,1178012,28329678,11902253,16828717,15249413,1178012,0.420133719839668,0.594031354680417,0.538284021442107,0.0415822587182248
"TUR","Turkey",1964,5393771,8068945,5476420,11216454,1387297,31542887,13462716,18939136,16692874,1387297,0.426806715567919,0.600424938909365,0.529211990012201,0.0439812944198798
"TUR","Turkey",1968,5863482,9117205,6210055,12134022,1596681,34921445,14980687,21190742,18344077,1596681,0.428982449036688,0.606811716983647,0.525295473884314,0.0457220770789983
"TUR","Turkey",1972,6160154,10103552,7106345,13254255,1805630,38429936,16263706,23370051,20360600,1805630,0.423204087563404,0.608120997130987,0.529810926565165,0.0469849858714311
"TUR","Turkey",1976,6321576,10898885,7982005,14695215,2001984,41899665,17220461,25202466,22677220,2001984,0.410992808653721,0.60149564441625,0.541226761598213,0.047780429748066
"TUR","Turkey",1980,6596144,11475642,8913213,16302771,2120322,45408092,18071786,26984999,25215984,2120322,0.397986024165032,0.594277315153431,0.555319170864964,0.046694804970004
"TUR","Turkey",1984,6855118,12226988,9956434,18257708,2276618,49572866,19082106,29038540,28214142,2276618,0.384930457722578,0.585774887415224,0.569144862433413,0.0459246798440098
"TUR","Turkey",1988,6905830,12899384,10941982,20651176,2509562,53907934,19805214,30747196,31593158,2509562,0.367389594266402,0.570364948506467,0.586057666390999,0.0465527393425984
"TUR","Turkey",1992,6791906,13404386,11691579,23286412,2814123,57988406,20196292,31887871,34977991,2814123,0.34828155131562,0.549900802584572,0.60318938582309,0.0485290628612899
"TUR","Turkey",1996,6782681,13417841,12404765,26119899,3224198,61949384,20200522,32605287,38524664,3224198,0.326081079353428,0.526321407812546,0.621873237674163,0.0520456829724086
"TUR","Turkey",2000,6714319,13054338,12924087,28930521,3800740,65424005,19768657,32692744,41854608,3800740,0.302162134525393,0.499705635569085,0.639743898283207,0.0580939671914002
"TUR","Turkey",2004,6502246,12905866,12903037,31847308,4431520,68589977,19408112,32311149,44750345,4431520,0.282958427001659,0.471076830948638,0.652432716226162,0.0646088567721782
"TUR","Turkey",2008,6272784,12862645,12404101,34970280,5051117,71560927,19135429,31539530,47374381,5051117,0.26740051872162,0.440736744508634,0.662014635444843,0.0705848458335371
"TUR","Turkey",2012,6222914,12658011,12645542,38150628,5518633,75195728,18880925,31526467,50796170,5518633,0.25109039439049,0.419258750975853,0.675519359291262,0.0733902463182483
"TUR","Turkey",2016,6728843,12504118,13625879,42457332,6332827,81648999,19232961,32858840,56083211,6332827,0.235556604925432,0.402440206278585,0.686881795084836,0.0775615999897317
"TUR","Turkey",2020,6570606,13032383,13538970,45232589,7714241,86088789,19602989,33141959,58771559,7714241,0.227706641337468,0.384974157320299,0.682685395888192,0.0896079627743399
"TUV","Tuvalu",1952,814,896,1005,2122,235,5072,1710,2715,3127,235,0.337145110410095,0.535291798107255,0.616522082018927,0.0463328075709779
"TUV","Tuvalu",1956,974,982,917,2306,229,5408,1956,2873,3223,229,0.361686390532544,0.53125,0.595968934911243,0.042344674556213
"TUV","Tuvalu",1960,973,1322,666,2428,230,5619,2295,2961,3094,230,0.408435664709023,0.526962092899092,0.550631785015127,0.0409325502758498
"TUV","Tuvalu",1964,898,1644,526,2467,236,5771,2542,3068,2993,236,0.440478253335644,0.531623635418472,0.518627620862935,0.0408941258014209
"TUV","Tuvalu",1968,868,1625,971,1935,245,5644,2493,3464,2906,245,0.441708008504607,0.613749114103473,0.514883061658398,0.043408929836995
"TUV","Tuvalu",1972,733,1623,1099,1996,261,5712,2356,3455,3095,261,0.412464985994398,0.604866946778711,0.541841736694678,0.0456932773109244
"TUV","Tuvalu",1976,720,1725,1361,2340,281,6427,2445,3806,3701,281,0.380426326435351,0.592189201804886,0.575851874902754,0.0437217986618951
"TUV","Tuvalu",1980,880,1627,1772,2802,306,7387,2507,4279,4574,306,0.339379991877623,0.579260863679437,0.619195884662245,0.0414241234601327
"TUV","Tuvalu",1984,1153,1350,1778,3280,365,7926,2503,4281,5058,365,0.315796114055009,0.540121120363361,0.638152914458743,0.0460509714862478
"TUV","Tuvalu",1988,1283,1575,1537,3697,447,8539,2858,4395,5234,447,0.334699613537885,0.514697271343249,0.61295233633915,0.0523480501229652
"TUV","Tuvalu",1992,1309,1898,1322,4004,527,9060,3207,4529,5326,527,0.353973509933775,0.499889624724062,0.587858719646799,0.0581677704194261
"TUV","Tuvalu",1996,1283,2109,1301,4086,584,9363,3392,4693,5387,584,0.362277047954715,0.501228238812346,0.575349781053081,0.0623731709922034
"TUV","Tuvalu",2000,1231,2233,1459,4067,576,9566,3464,4923,5526,576,0.362115826886891,0.514635166213673,0.577670917833995,0.0602132552791135
"TUV","Tuvalu",2004,1158,2333,1643,4142,563,9839,3491,5134,5785,563,0.354812480943185,0.521800996036183,0.587966256733408,0.0572212623234069
"TUV","Tuvalu",2008,1171,2289,1910,4382,592,10344,3460,5370,6292,592,0.334493426140758,0.519141531322506,0.608275328692962,0.05723124516628
"TUV","Tuvalu",2012,1314,2250,2061,4745,590,10960,3564,5625,6806,590,0.325182481751825,0.513229927007299,0.620985401459854,0.0538321167883212
"TUV","Tuvalu",2016,1242,2233,2011,4868,597,10951,3475,5486,6879,597,0.31732261893891,0.500958816546434,0.628161811706693,0.0545155693543969
"TUV","Tuvalu",2020,1163,2135,1861,4662,602,10423,3298,5159,6523,602,0.316415619303464,0.494963062458026,0.625827496881896,0.0577568838146407
"TWN","Taiwan",1952,1492600,1996424,1549290,2928050,182633,8148997,3489024,5038314,4477340,182633,0.428153796105214,0.618274126251366,0.549434488686154,0.0224117152086324
"TWN","Taiwan",1956,1884659,2293278,1703769,3355529,228472,9465707,4177937,5881706,5059298,228472,0.441376116966223,0.621369962116934,0.534487070009668,0.024136813024109
"TWN","Taiwan",1960,2006249,2959001,1908248,3914243,258522,11046263,4965250,6873498,5822491,258522,0.449495906443654,0.622246455656542,0.527100522593025,0.0234035709633204
"TWN","Taiwan",1964,2070526,3632812,2081181,4613670,308492,12706681,5703338,7784519,6694851,308492,0.448845611218224,0.61263196896184,0.526876451844506,0.0242779369372695
"TWN","Taiwan",1968,2035617,3968382,2599097,5237681,374804,14215581,6003999,8603096,7836778,374804,0.422353402228161,0.605187786556174,0.551280879761439,0.0263657180104
"TWN","Taiwan",1972,1945144,4145868,3327703,5583662,448234,15450611,6091012,9418715,8911365,448234,0.394224668526054,0.609601458479538,0.576764569375282,0.0290107620986639
"TWN","Taiwan",1976,1848329,4167723,3818547,6302279,534603,16671481,6016052,9834599,10120826,534603,0.360858882303258,0.589905539885749,0.60707420054643,0.032066917150312
"TWN","Taiwan",1980,2051898,3824256,4091956,7403087,715271,18086468,5876154,9968110,11495043,715271,0.324892289638862,0.551136352327055,0.635560409030663,0.0395473013304754
"TWN","Taiwan",1984,2024378,3874433,4064644,8450583,892625,19306663,5898811,9963455,12515227,892625,0.305532395733017,0.516063029639042,0.648233565790215,0.0462340384767684
"TWN","Taiwan",1988,1736742,3983126,3935158,9455264,1113216,20223506,5719868,9655026,13390422,1113216,0.282832660172771,0.477416032610765,0.662121691461411,0.0550456483658175
"TWN","Taiwan",1992,1623295,3813120,3836544,10338890,1370052,20981901,5436415,9272959,14175434,1370052,0.259100212130445,0.441950374277336,0.675602939886143,0.065296847983412
"TWN","Taiwan",1996,1596992,3455991,3905260,11102503,1648276,21709022,5052983,8958243,15007763,1648276,0.232759587235206,0.412650694259741,0.691314560370338,0.0759258523944561
"TWN","Taiwan",2000,1416489,3210068,3928331,11877045,1900584,22332517,4626557,8554888,15805376,1900584,0.207166841068564,0.383068688585348,0.707729272074437,0.0851038868569987
"TWN","Taiwan",2004,1239296,3076740,3598817,12688126,2141886,22744865,4316036,7914853,16286943,2141886,0.189758699381157,0.347984171372308,0.71607120991925,0.0941700906995931
"TWN","Taiwan",2008,1036493,2811866,3289682,13549386,2397870,23085297,3848359,7138041,16839068,2397870,0.166701732275742,0.309202909540215,0.729428259034311,0.103870008689947
"TWN","Taiwan",2012,967623,2416184,3180596,14187990,2591783,23344176,3383807,6564403,17368586,2591783,0.144952942438405,0.281200887107774,0.744022234924891,0.111024822636704
"TWN","Taiwan",2016,1058430,2108719,2954534,14403420,3057970,23583073,3167149,6121683,17357954,3057970,0.134297553164509,0.259579529775445,0.736034443009187,0.129668003826304
"TWN","Taiwan",2020,950461,2037146,2607413,14310178,3753831,23659029,2987607,5595020,16917591,3753831,0.126277667608421,0.236485614012308,0.715058551219494,0.158663781172084
"TZA","Tanzania",1952,1438496,2190771,1558812,2640743,180256,8009078,3629267,5188079,4199555,180256,0.453144169653486,0.64777481253148,0.5243493695529,0.0225064607936144
"TZA","Tanzania",1956,1588342,2403382,1736167,2939435,207450,8874776,3991724,5727891,4675602,207450,0.449783070581162,0.645412458860933,0.52684169155368,0.0233752378651585
"TZA","Tanzania",1960,1830196,2615223,1944883,3273217,237898,9901417,4445419,6390302,5218100,237898,0.448967960848432,0.645392674604049,0.527005377109155,0.0240266620424127
"TZA","Tanzania",1964,2108368,2893855,2189106,3663135,273358,11127822,5002223,7191329,5852241,273358,0.449523994902147,0.646247666434636,0.525910730779123,0.0245652743187301
"TZA","Tanzania",1968,2432296,3337131,2390972,4125020,316652,12602071,5769427,8160399,6515992,316652,0.457815782818554,0.647544280618638,0.51705723606858,0.0251269811128663
"TZA","Tanzania",1972,2829918,3846747,2666210,4757758,378667,14479300,6676665,9342875,7423968,378667,0.46111794078443,0.645257367414171,0.512729759035312,0.0261523001802573
"TZA","Tanzania",1976,3297594,4477515,3036999,5459937,464155,16736200,7775109,10812108,8496936,464155,0.464568360798748,0.646031237676414,0.507698043761427,0.0277335954398251
"TZA","Tanzania",1980,3753065,5296031,3428888,6149937,561827,19189748,9049096,12477984,9578825,561827,0.471558876124897,0.650242202242572,0.499163668016902,0.029277455858201
"TZA","Tanzania",1984,4142519,6207844,3922643,6847564,658462,21779032,10350363,14273006,10770207,658462,0.475244400210257,0.655355389532464,0.494521841007442,0.0302337587823003
"TZA","Tanzania",1988,4489002,7071337,4653987,7817418,737900,24769644,11560339,16214326,12471405,737900,0.46671397457307,0.654604725041668,0.503495528639814,0.0297904967871157
"TZA","Tanzania",1992,4851019,7773120,5506136,8516090,811169,27457534,12624139,18130275,14022226,811169,0.459769584551912,0.660302378210658,0.510687740566942,0.0295426748811456
"TZA","Tanzania",1996,5335958,8490964,6439067,9794968,884710,30945667,13826922,20265989,16234035,884710,0.446812860747193,0.654889390492052,0.52459799945498,0.0285891397978269
"TZA","Tanzania",2000,5998271,9264776,7088926,10951438,956595,34260006,15263047,22351973,18040364,956595,0.445506255894993,0.652421747970505,0.526572120273417,0.0279216238315895
"TZA","Tanzania",2004,6712063,10328825,7727942,12297128,1043505,38109463,17040888,24768830,20025070,1043505,0.447156340145753,0.649939097803608,0.525461878064249,0.0273817817899979
"TZA","Tanzania",2008,7536359,11672320,8422978,13770098,1168660,42570415,19208679,27631657,22193076,1168660,0.451221323541243,0.64908122225259,0.52132627788571,0.0274523985730466
"TZA","Tanzania",2012,8102994,13262195,9335852,15308299,1364453,47373793,21365189,30701041,24644151,1364453,0.450991732918662,0.648059592779493,0.52020641454654,0.028801852534797
"TZA","Tanzania",2016,9016598,14784149,10772498,17659963,1590160,53823368,23800747,34573245,28432461,1590160,0.442200997157963,0.64234636896004,0.528254957958038,0.0295440448839991
"TZA","Tanzania",2020,10111638,16333864,12329260,20357274,1839951,60971987,26445502,38774762,32686534,1839951,0.433732002206193,0.635943880260947,0.536091008482305,0.0301769893115014
"UGA","Uganda",1952,1175829,1394846,1165693,2182940,157701,6077009,2570675,3736368,3348633,157701,0.423016487222579,0.614836673765005,0.551033082228445,0.0259504305489757
"UGA","Uganda",1956,1327364,1697828,1189804,2441782,148651,6805429,3025192,4214996,3631586,148651,0.444526274537579,0.619357868548772,0.53363072335337,0.0218430021090515
"UGA","Uganda",1960,1461295,2077987,1246604,2696704,158360,7640950,3539282,4785886,3943308,158360,0.463199209522376,0.62634698564969,0.516075618869381,0.0207251716082424
"UGA","Uganda",1964,1614080,2407039,1444112,2929904,191210,8586345,4021119,5465231,4374016,191210,0.468315563840027,0.636502609666861,0.509415356592357,0.0222690795676158
"UGA","Uganda",1968,1831410,2685035,1792417,3164082,235671,9708615,4516445,6308862,4956499,235671,0.465199722102483,0.649821009484875,0.510525857704729,0.0242744201927875
"UGA","Uganda",1972,2096248,3006294,2120064,3377101,286081,10885788,5102542,7222606,5497165,286081,0.468734279962094,0.663489496580312,0.504985491174364,0.0262802288635421
"UGA","Uganda",1976,2320706,3393381,2350218,3631089,341907,12037301,5714087,8064305,5981307,341907,0.474698356384043,0.669942954820188,0.496897684954459,0.0284039586614973
